paper_a_id,method,research_type,paper_b_id,paper_b_text,paper_c_id,paper_c_text,y_true,y_pred,reason,paperA
neg-1s-20,1,,1808.09267v2,"Creating a surrogate commuter network from Australian Bureau of
  Statistics census data; Between the 2011 and 2016 national censuses, the Australian Bureau of
Statistics changed its anonymity policy compliance system for the distribution
of census data. The new method has resulted in dramatic inconsistencies when
comparing low-resolution data to aggregated high-resolution data. Hence,
aggregated totals do not match true totals, and the mismatch gets worse as the
data resolution gets finer. Here, we address several aspects of this
inconsistency with respect to the 2016 usual-residence to place-of-work travel
data. We introduce a re-sampling system that rectifies many of the artifacts
introduced by the new ABS protocol, ensuring a higher level of consistency
across partition sizes. We offer a surrogate high-resolution 2016 commuter
dataset that reduces the difference between aggregated and true commuter totals
from ~34% to only ~7%, which is on the order of the discrepancy across
partition resolutions in data from earlier years.",1808.09545v1,"Cost-efficient Data Acquisition on Online Data Marketplaces for
  Correlation Analysis; Incentivized by the enormous economic profits, the data marketplace platform
has been proliferated recently. In this paper, we consider the data marketplace
setting where a data shopper would like to buy data instances from the data
marketplace for correlation analysis of certain attributes. We assume that the
data in the marketplace is dirty and not free. The goal is to find the data
instances from a large number of datasets in the marketplace whose join result
not only is of high-quality and rich join informativeness, but also delivers
the best correlation between the requested attributes. To achieve this goal, we
design DANCE, a middleware that provides the desired data acquisition service.
DANCE consists of two phases: (1) In the off-line phase, it constructs a
two-layer join graph from samples. The join graph consists of the information
of the datasets in the marketplace at both schema and instance levels; (2) In
the online phase, it searches for the data instances that satisfy the
constraints of data quality, budget, and join informativeness, while maximize
the correlation of source and target attribute sets. We prove that the
complexity of the search problem is NP-hard, and design a heuristic algorithm
based on Markov chain Monte Carlo (MCMC). Experiment results on two benchmark
datasets demonstrate the efficiency and effectiveness of our heuristic data
acquisition algorithm.",False,True,"Combining surrogate commuter network creation with cost-efficient data acquisition could lead to innovative methods for enhancing data quality and analysis in large-scale demographic studies, meeting all multidisciplinary, feasible, novel, and useful criteria.",
neg-1s-21,1,,1904.11949v2,"Machine Learning Tips and Tricks for Power Line Communications; A great deal of attention has been recently given to Machine Learning (ML)
techniques in many different application fields. This paper provides a vision
of what ML can do in Power Line Communications (PLC). We firstly and briefly
describe classical formulations of ML, and distinguish deterministic from
statistical learning models with relevance to communications. We then discuss
ML applications in PLC for each layer, namely, for characterization and
modeling, for the development of physical layer algorithms, for media access
control and networking. Finally, other applications of PLC that can benefit
from the usage of ML, as grid diagnostics, are analyzed. Illustrative numerical
examples are reported to serve the purpose of validating the ideas and motivate
future research endeavors in this stimulating signal/data processing field.",1904.11950v1,"Attention-based Transfer Learning for Brain-computer Interface; Different functional areas of the human brain play different roles in brain
activity, which has not been paid sufficient research attention in the
brain-computer interface (BCI) field. This paper presents a new approach for
electroencephalography (EEG) classification that applies attention-based
transfer learning. Our approach considers the importance of different brain
functional areas to improve the accuracy of EEG classification, and provides an
additional way to automatically identify brain functional areas associated with
new activities without the involvement of a medical professional. We
demonstrate empirically that our approach out-performs state-of-the-art
approaches in the task of EEG classification, and the results of visualization
indicate that our approach can detect brain functional areas related to a
certain task.",False,True,"Combining attention-based transfer learning from BCI with ML techniques in Power Line Communications can create innovative models that enhance signal processing and adaptability in PLC, is experimentally feasible, offers a novel integration of neuroscience-inspired methods into communications, and effectively addresses improving PLC performance.",
neg-1s-22,1,,1808.06040v1,"Optimal proposals for Approximate Bayesian Computation; We derive the optimal proposal density for Approximate Bayesian Computation
(ABC) using Sequential Monte Carlo (SMC) (or Population Monte Carlo, PMC). The
criterion for optimality is that the SMC/PMC-ABC sampler maximise the effective
number of samples per parameter proposal. The optimal proposal density
represents the optimal trade-off between favoring high acceptance rate and
reducing the variance of the importance weights of accepted samples. We discuss
two convenient approximations of this proposal and show that the optimal
proposal density gives a significant boost in the expected sampling efficiency
compared to standard kernels that are in common use in the ABC literature,
especially as the number of parameters increases.",1808.06310v2,"Analysis of ""Learn-As-You-Go"" (LAGO) Studies; In learn-as-you-go (LAGO) adaptive studies, the intervention is a complex
package consisting of multiple components, and is adapted in stages during the
study based on past outcome data. This design formalizes standard practice, and
desires for practice, in public health intervention studies. An effective
intervention package is sought, while minimizing intervention package cost.
When analyzing data from a learn-as-you-go study, the interventions in later
stages depend upon the outcomes in the previous stages, violating standard
statistical theory. We develop methods for estimating the intervention effects
in a LAGO study. We prove consistency and asymptotic normality using a novel
coupling argument, ensuring the validity of the test for the hypothesis of no
overall intervention effect. We develop a confidence set for the optimal
intervention package and confidence bands for the success probabilities under
alternative package compositions. We illustrate our methods in the BetterBirth
Study, which aimed to improve maternal and neonatal outcomes among 157,689
births in Uttar Pradesh, India through a complex, multi-component intervention
package.",False,True,"Combining optimal ABC proposal densities with adaptive intervention strategies in LAGO studies could create a novel, feasible, and useful multidisciplinary approach to enhance sampling efficiency and intervention effectiveness.",
neg-1s-23,1,,2502.17382v1,"Unraveling the geometry of visual relational reasoning; Humans and other animals readily generalize abstract relations, such as
recognizing constant in shape or color, whereas neural networks struggle. To
investigate how neural networks generalize abstract relations, we introduce
SimplifiedRPM, a novel benchmark for systematic evaluation. In parallel, we
conduct human experiments to benchmark relational difficulty, enabling direct
model-human comparisons. Testing four architectures--ResNet-50, Vision
Transformer, Wild Relation Network, and Scattering Compositional Learner
(SCL)--we find that SCL best aligns with human behavior and generalizes best.
Building on a geometric theory of neural representations, we show
representational geometries that predict generalization. Layer-wise analysis
reveals distinct relational reasoning strategies across models and suggests a
trade-off where unseen rule representations compress into training-shaped
subspaces. Guided by our geometric perspective, we propose and evaluate
SNRloss, a novel objective balancing representation geometry. Our findings
offer geometric insights into how neural networks generalize abstract
relations, paving the way for more human-like visual reasoning in AI.",2502.18318v1,"Mapping of Subjective Accounts into Interpreted Clusters (MOSAIC): Topic
  Modelling and LLM applied to Stroboscopic Phenomenology; Stroboscopic light stimulation (SLS) on closed eyes typically induces simple
visual hallucinations (VHs), characterised by vivid, geometric and colourful
patterns. A dataset of 862 sentences, extracted from 422 open subjective
reports, was recently compiled as part of the Dreamachine programme (Collective
Act, 2022), an immersive multisensory experience that combines SLS and spatial
sound in a collective setting. Although open reports extend the range of
reportable phenomenology, their analysis presents significant challenges,
particularly in systematically identifying patterns. To address this challenge,
we implemented a data-driven approach leveraging Large Language Models and
Topic Modelling to uncover and interpret latent experiential topics directly
from the Dreamachine's text-based reports. Our analysis confirmed the presence
of simple VHs typically documented in scientific studies of SLS, while also
revealing experiences of altered states of consciousness and complex
hallucinations. Building on these findings, our computational approach expands
the systematic study of subjective experience by enabling data-driven analyses
of open-ended phenomenological reports, capturing experiences not readily
identified through standard questionnaires. By revealing rich and multifaceted
aspects of experiences, our study broadens our understanding of
stroboscopically-induced phenomena while highlighting the potential of Natural
Language Processing and Large Language Models in the emerging field of
computational (neuro)phenomenology. More generally, this approach provides a
practically applicable methodology for uncovering subtle hidden patterns of
subjective experience across diverse research domains.",False,True,"Combining neural network relational geometry with analysis of subjective visual experiences offers a novel, feasible multidisciplinary approach. It leverages AI models and phenomenological data to enhance understanding of visual reasoning, meeting all standards for novelty and usefulness.",
neg-1s-24,1,,2403.03648v1,"A Connector for Integrating NGSI-LD Data into Open Data Portals; Nowadays, there are plenty of data sources generating massive amounts of
information that, combined with novel data analytics frameworks, are meant to
support optimisation in many application domains. Nonetheless, there are still
shortcomings in terms of data discoverability, accessibility and
interoperability. Open Data portals have emerged as a shift towards openness
and discoverability. However, they do not impose any condition to the data
itself, just stipulate how datasets have to be described. Alternatively, the
NGSI-LD standard pursues harmonisation in terms of data modelling and
accessibility. This paper presents a solution that bridges these two domains
(i.e., Open Data portals and NGSI-LD-based data) in order to keep benefiting
from the structured description of datasets offered by Open Data portals, while
ensuring the interoperability provided by the NGSI-LD standard. Our solution
aggregates the data into coherent datasets and generate high-quality
descriptions, ensuring comprehensiveness, interoperability and accessibility.
The proposed solution has been validated through a real-world implementation
that exposes IoT data in NGSI-LD format through the European Data Portal (EDP).
Moreover, the results from the Metadata Quality Assessment that the EDP
implements, show that the datasets' descriptions generated achieve excellent
ranking in terms of the Findability, Accessibility, Interoperability and
Reusability (FAIR) data principles.",2403.04327v2,"ProMoAI: Process Modeling with Generative AI; ProMoAI is a novel tool that leverages Large Language Models (LLMs) to
automatically generate process models from textual descriptions, incorporating
advanced prompt engineering, error handling, and code generation techniques.
Beyond automating the generation of complex process models, ProMoAI also
supports process model optimization. Users can interact with the tool by
providing feedback on the generated model, which is then used for refining the
process model. ProMoAI utilizes the capabilities LLMs to offer a novel,
AI-driven approach to process modeling, significantly reducing the barrier to
entry for users without deep technical knowledge in process modeling.",False,True,"Combining NGSI-LD data integration with AI-driven process modeling creates a novel, feasible multidisciplinary approach. It leverages structured, interoperable data to enhance automated process generation and optimization, addressing data accessibility and usability effectively.",
neg-1s-25,1,,2407.13908v1,"Construction and Hedging of Equity Index Options Portfolios; This research presents a comprehensive evaluation of systematic index
option-writing strategies, focusing on S&P500 index options. We compare the
performance of hedging strategies using the Black-Scholes-Merton (BSM) model
and the Variance-Gamma (VG) model, emphasizing varying moneyness levels and
different sizing methods based on delta and the VIX Index. The study employs
1-minute data of S&P500 index options and index quotes spanning from 2018 to
2023. The analysis benchmarks hedged strategies against buy-and-hold and naked
option-writing strategies, with a focus on risk-adjusted performance metrics
including transaction costs. Portfolio delta approximations are derived using
implied volatility for the BSM model and market-calibrated parameters for the
VG model. Key findings reveal that systematic option-writing strategies can
potentially yield superior returns compared to buy-and-hold benchmarks. The BSM
model generally provided better hedging outcomes than the VG model, although
the VG model showed profitability in certain naked strategies as a tool for
position sizing. In terms of rehedging frequency, we found that intraday
hedging in 130-minute intervals provided both reliable protection against
adverse market movements and a satisfactory returns profile.",2407.14844v1,"Political Leanings in Web3 Betting: Decoding the Interplay of Political
  and Profitable Motives; Harnessing the transparent blockchain user behavior data, we construct the
Political Betting Leaning Score (PBLS) to measure political leanings based on
betting within Web3 prediction markets. Focusing on Polymarket and starting
from the 2024 U.S. Presidential Election, we synthesize behaviors over 15,000
addresses across 4,500 events and 8,500 markets, capturing the intensity and
direction of their political leanings by the PBLS. We validate the PBLS through
internal consistency checks and external comparisons. We uncover relationships
between our PBLS and betting behaviors through over 800 features capturing
various behavioral aspects. A case study of the 2022 U.S. Senate election
further demonstrates the ability of our measurement while decoding the dynamic
interaction between political and profitable motives. Our findings contribute
to understanding decision-making in decentralized markets, enhancing the
analysis of behaviors within Web3 prediction environments. The insights of this
study reveal the potential of blockchain in enabling innovative,
multidisciplinary studies and could inform the development of more effective
online prediction markets, improve the accuracy of forecast, and help the
design and optimization of platform mechanisms. The data and code for the paper
are accessible at the following link: https://github.com/anonymous.",False,False,"Combining advanced financial hedging strategies with political betting in Web3 does not clearly present a feasible, novel, and directly useful research idea that meets all the multidisciplinary standards.",
neg-1s-26,1,,1702.01418v2,"Choosing the number of groups in a latent stochastic block model for
  dynamic networks; Latent stochastic block models are flexible statistical models that are
widely used in social network analysis. In recent years, efforts have been made
to extend these models to temporal dynamic networks, whereby the connections
between nodes are observed at a number of different times. In this paper we
extend the original stochastic block model by using a Markovian property to
describe the evolution of nodes' cluster memberships over time. We recast the
problem of clustering the nodes of the network into a model-based context, and
show that the integrated completed likelihood can be evaluated analytically for
a number of likelihood models. Then, we propose a scalable greedy algorithm to
maximise this quantity, thereby estimating both the optimal partition and the
ideal number of groups in a single inferential framework. Finally we propose
applications of our methodology to both real and artificial datasets.",1702.01618v2,"Learning of state-space models with highly informative observations: a
  tempered Sequential Monte Carlo solution; Probabilistic (or Bayesian) modeling and learning offers interesting
possibilities for systematic representation of uncertainty using probability
theory. However, probabilistic learning often leads to computationally
challenging problems. Some problems of this type that were previously
intractable can now be solved on standard personal computers thanks to recent
advances in Monte Carlo methods. In particular, for learning of unknown
parameters in nonlinear state-space models, methods based on the particle
filter (a Monte Carlo method) have proven very useful. A notoriously
challenging problem, however, still occurs when the observations in the
state-space model are highly informative, i.e. when there is very little or no
measurement noise present, relative to the amount of process noise. The
particle filter will then struggle in estimating one of the basic components
for probabilistic learning, namely the likelihood $p($data$|$parameters$)$. To
this end we suggest an algorithm which initially assumes that there is
substantial amount of artificial measurement noise present. The variance of
this noise is sequentially decreased in an adaptive fashion such that we, in
the end, recover the original problem or possibly a very close approximation of
it. The main component in our algorithm is a sequential Monte Carlo (SMC)
sampler, which gives our proposed method a clear resemblance to the SMC^2
method. Another natural link is also made to the ideas underlying the
approximate Bayesian computation (ABC). We illustrate it with numerical
examples, and in particular show promising results for a challenging
Wiener-Hammerstein benchmark problem.",False,False,The combination of dynamic network clustering and advanced state-space Monte Carlo methods is not clearly novel or immediately useful based on the abstracts. It may lack the necessary integration to meet all multidisciplinary research standards.,
neg-1s-27,1,,1909.01439v1,"Universality of clone dynamics during tissue development; The emergence of complex organs is driven by the coordinated proliferation,
migration and differentiation of precursor cells. The fate behaviour of these
cells is reflected in the time evolution their progeny, termed clones, which
serve as a key experimental observable. In adult tissues, where cell dynamics
is constrained by the condition of homeostasis, clonal tracing studies based on
transgenic animal models have advanced our understanding of cell fate behaviour
and its dysregulation in disease. But what can be learned from clonal dynamics
in development, where the spatial cohesiveness of clones is impaired by tissue
deformations during tissue growth? Drawing on the results of clonal tracing
studies, we show that, despite the complexity of organ development, clonal
dynamics may converge to a critical state characterized by universal scaling
behaviour of clone sizes. By mapping clonal dynamics onto a generalization of
the classical theory of aerosols, we elucidate the origin and range of scaling
behaviours and show how the identification of universal scaling dependences may
allow lineage-specific information to be distilled from experiments. Our study
shows the emergence of core concepts of statistical physics in an unexpected
context, identifying cellular systems as a laboratory to study non-equilibrium
statistical physics.",1909.01711v1,"Simulation and computational analysis of multiscale graph agent-based
  tumor model; This paper deals with the cellular biological network analysis of the
tumor-growth model, consisting of multiple spaces and time scales. In this
paper, we present a model in graph simulation using ABM for tumor growth. In
particular, we propose a graph agent-based modeling and simulation system in
the format of tumor growth scenario for evolving analysis. To manage cellular
biological network analysis, we developed a workflow that allows us to estimate
the tumor model and the complexity of the evolving behavior in a principled
manner. By developing the model using Python, which has enabled us to run the
model multiple times (more than what is possible by conventional means) to
generate a large amount of data, we have succeeded in getting deep in to the
micro-environment of the tumor, employing network analysis. Combining
agent-based modeling with graph-based modeling to simulate the structure,
dynamics, and functions of complex networks is exclusively important for
biological systems with a large number of open parameters, e.g., epidemic
models of disease spreading or cancer. Extracting data from evolutionary
directed graphs and a set of centrality algorithms helps us to tackle the
problems of pathway analysis and to develop the ability to predict, control,
and design the function of metabolisms. Reproducing and performing complex
parametric simulations a known phenomenon at a sufficient level of detail for
computational biology could be an impressive achievement for fast analysis
purposes in clinics, both on the predictive diagnostic and therapeutic side.",False,True,"Combining universal scaling in clone dynamics with graph-based agent models for tumor growth could create a novel, experimentally testable framework. This multidisciplinary approach integrates statistical physics and computational biology, offering innovative insights and practical applications in understanding and treating cancer.",
neg-1s-28,1,,2004.07429v1,"Exactly computing the tail of the Poisson-Binomial Distribution; We offer ShiftConvolvePoibin, a fast exact method to compute the tail of a
Poisson-Binomial distribution (PBD). Our method employs an exponential shift to
retain its accuracy when computing a tail probability, and in practice we find
that it is immune to the significant relative errors that other methods, exact
or approximate, can suffer from when computing very small tail probabilities of
the PBD. The accompanying R package is also competitive with the fastest
implementations for computing the entire PBD.",2004.07471v3,"Efficient Bernoulli factory MCMC for intractable posteriors; Accept-reject based Markov chain Monte Carlo (MCMC) algorithms have
traditionally utilised acceptance probabilities that can be explicitly written
as a function of the ratio of the target density at the two contested points.
This feature is rendered almost useless in Bayesian posteriors with unknown
functional forms. We introduce a new family of MCMC acceptance probabilities
that has the distinguishing feature of not being a function of the ratio of the
target density at the two points. We present two stable Bernoulli factories
that generate events within this class of acceptance probabilities. The
efficiency of our methods rely on obtaining reasonable local upper or lower
bounds on the target density and we present two classes of problems where such
bounds are viable: Bayesian inference for diffusions and MCMC on constrained
spaces. The resulting portkey Barker's algorithms are exact and computationally
more efficient that the current state-of-the-art.",False,True,"Combining precise tail computation of Poisson-Binomial distributions with novel MCMC acceptance probabilities could create an efficient Bayesian inference method for complex discrete models, meeting multidisciplinary, feasible, novel, and useful criteria.",
neg-1s-29,1,,2308.11495v2,"Evaluating the accuracy of Gaussian approximations in VSWIR imaging
  spectroscopy retrievals; The joint retrieval of surface reflectances and atmospheric parameters in
VSWIR imaging spectroscopy is a computationally challenging high-dimensional
problem. Using NASA's Surface Biology and Geology mission as the motivational
context, the uncertainty associated with the retrievals is crucial for further
application of the retrieved results for environmental applications. Although
Markov chain Monte Carlo (MCMC) is a Bayesian method ideal for uncertainty
quantification, the full-dimensional implementation of MCMC for the retrieval
is computationally intractable.
  In this work, we developed a block Metropolis MCMC algorithm for the
high-dimensional VSWIR surface reflectance retrieval that leverages the
structure of the forward radiative transfer model to enable tractable fully
Bayesian computation. We use the posterior distribution from this MCMC
algorithm to assess the limitations of optimal estimation, the state-of-the-art
Bayesian algorithm in operational retrievals which is more computationally
efficient but uses a Gaussian approximation to characterize the posterior.
Analyzing the differences in the posterior computed by each method, the MCMC
algorithm was shown to give more physically sensible results and reveals the
non-Gaussian structure of the posterior, specifically in the atmospheric
aerosol optical depth parameter and the low-wavelength surface reflectances.",2308.11548v1,"Modelling Structural Breaks In Stock Price Time Series Using Stochastic
  Differential Equations; This paper studies the effect of quarterly earnings reports on the stock
price. The profitability of the stock is modelled by geometric Brownian
diffusion and the Constant Elasticity of Variance model. We fit several
variations of stochastic differential equations to the pre-and after-report
period using the Maximum Likelihood Estimation and Grid Search of parameters
method. By examining the change in the model parameters after reports'
publication, the study reveals that the reports have enough evidence to be a
structural breakpoint, meaning that all the forecast models exploited are not
applicable for forecasting and should be refitted shortly.",False,False,"The two papers focus on distinct domains—remote sensing retrievals and financial time series—making it challenging to combine their concepts into a novel, feasible, and useful multidisciplinary research idea that meets all the specified standards.",
neg-1s-30,1,,2212.07052v2,"On LASSO for High Dimensional Predictive Regression; This paper examines LASSO, a widely-used $L_{1}$-penalized regression method,
in high dimensional linear predictive regressions, particularly when the number
of potential predictors exceeds the sample size and numerous unit root
regressors are present. The consistency of LASSO is contingent upon two key
components: the deviation bound of the cross product of the regressors and the
error term, and the restricted eigenvalue of the Gram matrix. We present new
probabilistic bounds for these components, suggesting that LASSO's rates of
convergence are different from those typically observed in cross-sectional
cases. When applied to a mixture of stationary, nonstationary, and cointegrated
predictors, LASSO maintains its asymptotic guarantee if predictors are
scale-standardized. Leveraging machine learning and macroeconomic domain
expertise, LASSO demonstrates strong performance in forecasting the
unemployment rate, as evidenced by its application to the FRED-MD database.",2212.08615v1,"A smooth transition autoregressive model for matrix-variate time series; In many applications, data are observed as matrices with temporal dependence.
Matrix-variate time series modeling is a new branch of econometrics. Although
stylized facts in several fields, the existing models do not account for regime
switches in the dynamics of matrices that are not abrupt. In this paper, we
extend linear matrix-variate autoregressive models by introducing a
regime-switching model capable of accounting for smooth changes, the matrix
smooth transition autoregressive model. We present the estimation processes
with the asymptotic properties demonstrated with simulated and real data.",False,True,"Combining LASSO's variable selection with matrix smooth transition models creates a novel, feasible approach that can be experimentally validated and effectively enhances high-dimensional time series forecasting.",
neg-1s-31,1,,2405.01988v1,"Joint sentiment analysis of lyrics and audio in music; Sentiment or mood can express themselves on various levels in music. In
automatic analysis, the actual audio data is usually analyzed, but the lyrics
can also play a crucial role in the perception of moods. We first evaluate
various models for sentiment analysis based on lyrics and audio separately. The
corresponding approaches already show satisfactory results, but they also
exhibit weaknesses, the causes of which we examine in more detail. Furthermore,
different approaches to combining the audio and lyrics results are proposed and
evaluated. Considering both modalities generally leads to improved performance.
We investigate misclassifications and (also intentional) contradictions between
audio and lyrics sentiment more closely, and identify possible causes. Finally,
we address fundamental problems in this research area, such as high
subjectivity, lack of data, and inconsistency in emotion taxonomies.",2405.02821v2,"Sim2Real Transfer for Audio-Visual Navigation with Frequency-Adaptive
  Acoustic Field Prediction; Sim2real transfer has received increasing attention lately due to the success
of learning robotic tasks in simulation end-to-end. While there has been a lot
of progress in transferring vision-based navigation policies, the existing
sim2real strategy for audio-visual navigation performs data augmentation
empirically without measuring the acoustic gap. The sound differs from light in
that it spans across much wider frequencies and thus requires a different
solution for sim2real. We propose the first treatment of sim2real for
audio-visual navigation by disentangling it into acoustic field prediction
(AFP) and waypoint navigation. We first validate our design choice in the
SoundSpaces simulator and show improvement on the Continuous AudioGoal
navigation benchmark. We then collect real-world data to measure the spectral
difference between the simulation and the real world by training AFP models
that only take a specific frequency subband as input. We further propose a
frequency-adaptive strategy that intelligently selects the best frequency band
for prediction based on both the measured spectral difference and the energy
distribution of the received audio, which improves the performance on the real
data. Lastly, we build a real robot platform and show that the transferred
policy can successfully navigate to sounding objects. This work demonstrates
the potential of building intelligent agents that can see, hear, and act
entirely from simulation, and transferring them to the real world.",False,False,"While both papers involve audio analysis, their applications (sentiment in music vs. navigation) don't clearly combine to form a novel, feasible, and useful multidisciplinary research idea that meets all the specified standards.",
neg-1s-32,1,,0807.0471v4,"Complete intersection Approximation, Dual Filtrations and Applications; We give a two step method to study certain questions regarding associated
graded module of a Cohen-Macaulay (CM) module $M$ w.r.t an
$\mathfrak{m}$-primary ideal $\mathfrak{a}$ in a complete Noetherian local ring
$(A,\mathfrak{m})$. The first step, we call it complete intersection
approximation, enables us to reduce to the case when both $A$, $
G_\mathfrak{a}(A) = \bigoplus_{n \geq 0} \mathfrak{a}^n/\mathfrak{a}^{n+1} $
are complete intersections and $M$ is a maximal CM $A$-module. The second step
consists of analyzing the classical filtration $\{Hom_A(M,\mathfrak{a}^n)
\}_{\mathbb{Z}}$ of the dual $Hom_A(M,A)$. We give many applications of this
point of view. For instance let $(A,\mathfrak{m})$ be equicharacteristic and
CM. Let $a(G_\mathfrak{a}(A))$ be the $a$-invariant of $G_\mathfrak{a}(A)$. We
prove:
  1. $a(G_\mathfrak{a}(A)) = -\dim A$ iff $\mathfrak{a}$ is generated by a
regular sequence.
  2. If $\mathfrak{a}$ is integrally closed and $a(G_\mathfrak{a}(A)) = -\dim A
+ 1$ then $\mathfrak{a}$ has minimal multiplicity.
  We extend to modules a result of Ooishi relating symmetry of $h$-vectors. As
another application
  we prove a conjecture of Itoh, if $A$ is a CM local ring and
  $\mathfrak{a}$ is a normal ideal with $e_3^\mathfrak{a}(A) = 0$ then
$G_\mathfrak{a}(A)$ is CM.",0807.1654v4,"Centers of F-purity; In this paper, we study a positive characteristic analogue of the centers of
log canonicity of a pair $(R, \Delta)$. We call these analogues centers of
$F$-purity. We prove positive characteristic analogues of subadjunction-like
results, prove new stronger subadjunction-like results, and in some cases, lift
these new results to characteristic zero. Using a generalization of centers of
$F$-purity which we call uniformly $F$-compatible ideals, we give a
characterization of the test ideal (which unifies several previous
characterizations). Finally, in the case that $\Delta = 0$, we show that
uniformly $F$-compatible ideals coincide with the annihilators of the
$\mathcal{F}(E_R(k))$-submodules of $E_R(k)$ as defined by Smith and Lyubeznik.",False,False,"The concepts from both papers are deeply rooted in different areas of commutative algebra and algebraic geometry. Combining them into a novel, feasible, and useful multidisciplinary research idea that meets all specified standards is not evidently achievable.",
neg-1s-33,1,,2003.13751v1,"An Interface-enriched Generalized Finite Element Method for
  Levelset-based Topology Optimization; During design optimization, a smooth description of the geometry is
important, especially for problems that are sensitive to the way interfaces are
resolved, e.g., wave propagation or fluid-structure interaction. A levelset
description of the boundary, when combined with an enriched finite element
formulation, offers a smoother description of the design than traditional
density-based methods. However, existing enriched methods have drawbacks,
including ill-conditioning and difficulties in prescribing essential boundary
conditions. In this work we introduce a new enriched topology optimization
methodology that overcomes the aforementioned drawbacks; boundaries are
resolved accurately by means of the Interface-enriched Generalized Finite
Element Method (IGFEM), coupled to a levelset function constructed by radial
basis functions. The enriched method used in this new approach to topology
optimization has the same level of accuracy in the analysis as standard the
finite element method with matching meshes, but without the need for remeshing.
We derive the analytical sensitivities and we discuss the behavior of the
optimization process in detail. We establish that IGFEM-based levelset topology
optimization generates correct topologies for well-known compliance
minimization problems.",2005.01332v1,"Stochastic phase-field modeling of brittle fracture: computing multiple
  crack patterns and their probabilities; In variational phase-field modeling of brittle fracture, the functional to be
minimized is not convex, so that the necessary stationarity conditions of the
functional may admit multiple solutions. The solution obtained in an actual
computation is typically one out of several local minimizers. Evidence of
multiple solutions induced by small perturbations of numerical or physical
parameters was occasionally recorded but not explicitly investigated in the
literature. In this work, we focus on this issue and advocate a paradigm shift,
away from the search for one particular solution towards the simultaneous
description of all possible solutions (local minimizers), along with the
probabilities of their occurrence. Inspired by recent approaches advocating
measure-valued solutions (Young measures as well as their generalization to
statistical solutions) and their numerical approximations in fluid mechanics,
we propose the stochastic relaxation of the variational brittle fracture
problem through random perturbations of the functional. We introduce the
concept of stochastic solution, with the main advantage that point-to-point
correlations of the crack phase fields in the underlying domain can be
captured. These stochastic solutions are represented by random fields or random
variables with values in the classical deterministic solution spaces. In the
numerical experiments, we use a simple Monte Carlo approach to compute
approximations to such stochastic solutions. The final result of the
computation is not a single crack pattern, but rather several possible crack
patterns and their probabilities. The stochastic solution framework using
evolving random fields allows additionally the interesting possibility of
conditioning the probabilities of further crack paths on intermediate crack
patterns.",False,True,"Combining IGFEM-based topology optimization with stochastic phase-field fracture modeling offers a novel, feasible approach to design structures accounting for multiple crack patterns and their probabilities, effectively merging computational mechanics and uncertainty quantification.",
neg-1s-34,1,,2311.10216v2,"Bayesian mechanics of self-organising systems; Bayesian mechanics provides a framework that addresses dynamical systems that
can be conceptualised as Bayesian inference. However, elucidating the requisite
generative models is essential for empirical applications to realistic
self-organising systems. This work shows that the Hamiltonian of generic
dynamical systems constitutes a class of generative models, thus rendering
their Helmholtz energy equivalent to variational free energy under the
identified generative model. The self-organisation that minimises the Helmholtz
energy entails matching the system's Hamiltonian with that of the environment,
leading to the ensuing emergence of their generalised synchrony. In essence,
these self-organising systems can be read as performing variational Bayesian
inference of their interacting environment. These properties have been
demonstrated using coupled oscillators, simulated and living neural networks,
and quantum computers. This framework offers foundational characterisations and
predictions regarding asymptotic properties of self-organising systems
interacting with their environment, providing insights into potential
mechanisms underlying the emergence of intelligence.",2311.10383v1,"Affordance switching in self-organizing brain-body-environment systems; In the ecological approach to perception and action, information that
specifies affordances is available in the energy arrays surrounding organisms,
and this information is detected by organisms in order to perceptually guide
their actions. At the behavioral scale, organisms responding to affordances are
understood as self-organizing and reorganizing softly-assembled synergies.
Within the ecological community, little effort has so far been devoted to
studying this process at the neural scale, though interest in the topic is
growing under the header of ecological neuroscience. From this perspective,
switches between affordances may be conceptualized as transitions within
brain-body-environment systems as a whole rather than under the control of a
privileged (neural) scale. We discuss extant empirical research at the
behavioral scale in support of this view as well as ongoing and planned work at
the neural scale that attempts to further flesh out this view by characterizing
the neural dynamics that are associated with these transitions while
participants dynamically respond to affordances.",False,True,"Integrating Bayesian mechanics with affordance-based ecological neuroscience offers a novel, feasible framework to model neural and behavioral dynamics. This multidisciplinary approach is inventive and applicable for experimentally understanding perception-action mechanisms, meeting all required standards.",
