paper_a_id,method,research_type,paper_b_id,paper_b_text,paper_c_id,paper_c_text,y_true,y_pred,reason,paperA
neg-1s-23,1,,1804.03758v1,"Universal Successor Representations for Transfer Reinforcement Learning; The objective of transfer reinforcement learning is to generalize from a set
of previous tasks to unseen new tasks. In this work, we focus on the transfer
scenario where the dynamics among tasks are the same, but their goals differ.
Although general value function (Sutton et al., 2011) has been shown to be
useful for knowledge transfer, learning a universal value function can be
challenging in practice. To attack this, we propose (1) to use universal
successor representations (USR) to represent the transferable knowledge and (2)
a USR approximator (USRA) that can be trained by interacting with the
environment. Our experiments show that USR can be effectively applied to new
tasks, and the agent initialized by the trained USRA can achieve the goal
considerably faster than random initialization.",2407.02548v1,"Speed-accuracy tradeoff and its effect in the game of cricket:
  predictive modeling from statistical mechanics perspective; The speed-accuracy tradeoffs are prevalent in a wide range of physical
systems. In this paper, we demonstrate speed-accuracy tradeoffs in the game of
cricket, where 'batters' score runs on the balls bowled by the 'bowlers'. It is
shown that the run scoring rate by a batter and the probability of dismissal
follow a power-law relation. Due to availability of extensive data, game of
cricket is an excellent model for the study of the effect of speed-accuracy
tradeoff on the overall performance of the system. It is shown that the
exponent of the power-law governs the nature of the adaptability of the player
in different conditions and can be used for their assessment. Further, it is
demonstrated that the players with extreme values of the power-law exponent are
better suited for different playing conditions as compared to the ones with
moderate values. These findings can be utilized to identify the potential of
the cricket players for different game formats and can further help team
management in devising strategies for the best outcomes with a given set of
players.",False,True,"The combination of universal successor representations from reinforcement learning and the speed-accuracy tradeoff in cricket can lead to a novel research idea that models player adaptability and performance optimization in real-time game scenarios, which is both feasible and useful for sports analytics.",
neg-1s-24,1,,1906.02876v5,"Compressing RNNs for IoT devices by 15-38x using Kronecker Products; Recurrent Neural Networks (RNN) can be difficult to deploy on resource
constrained devices due to their size.As a result, there is a need for
compression techniques that can significantly compress RNNs without negatively
impacting task accuracy. This paper introduces a method to compress RNNs for
resource constrained environments using Kronecker product (KP). KPs can
compress RNN layers by 15-38x with minimal accuracy loss. By quantizing the
resulting models to 8-bits, we further push the compression factor to 50x. We
show that KP can beat the task accuracy achieved by other state-of-the-art
compression techniques across 5 benchmarks spanning 3 different applications,
while simultaneously improving inference run-time. We show that the KP
compression mechanism does introduce an accuracy loss, which can be mitigated
by a proposed hybrid KP (HKP) approach. Our HKP algorithm provides fine-grained
control over the compression ratio, enabling us to regain accuracy lost during
compression by adding a small number of model parameters.",0803.3330v2,"Matrix genetics, part 2: the degeneracy of the genetic code and the
  octave algebra with two quasi-real units (the genetic octave
  Yin-Yang-algebra); Algebraic properties of the genetic code are analyzed. The investigations of
the genetic code on the basis of matrix approaches (""matrix genetics"") are
described. The degeneracy of the vertebrate mitochondria genetic code is
reflected in the black-and-white mosaic of the (8*8)-matrix of 64 triplets, 20
amino acids and stop-signals. This mosaic genetic matrix is connected with the
matrix form of presentation of the special 8-dimensional Yin-Yang-algebra and
of its particular 4-dimensional case. The special algorithm, which is based on
features of genetic molecules, exists to transform the mosaic genomatrix into
the matrices of these algebras. Two new numeric systems are defined by these
8-dimensional and 4-dimensional algebras: genetic Yin-Yang-octaves and genetic
tetrions. Their comparison with quaternions by Hamilton is presented. Elements
of new ""genovector calculation"" and ideas of ""genetic mechanics"" are discussed.
These algebras are considered as models of the genetic code and as its possible
pre-code basis. They are related with binary oppositions of the Yin-Yang type
and they give new opportunities to investigate evolution of the genetic code.
The revealed fact of the relation between the genetic code and these genetic
algebras is discussed in connection with the idea by Pythagoras: ""All things
are numbers"". Simultaneously these genetic algebras can be utilized as the
algebras of genetic operators in biological organisms. The described results
are related with the problem of algebraization of bioinformatics. They take
attention to the question: what is life from the viewpoint of algebra?",False,False,"While both papers explore complex mathematical concepts, the integration of RNN compression techniques with genetic algebra does not present a clear, practical application that meets the standards of feasibility, novelty, and usefulness in addressing a specific problem.",
neg-1s-25,1,,2208.01131v2,"Automorphisms of real semisimple Lie algebras and their restricted root
  systems; We prove that every automorphism of the restricted root system of a real
semisimple Lie algebra -- when defined properly -- can be lifted to an
automorphism of that Lie algebra. In particular, this can be applied to
automorphisms of the Dynkin diagram of the restricted root system. We also
discuss some applications of this result to the theory of symmetric spaces of
noncompact type.",2401.06172v1,"CRISIS ALERT:Forecasting Stock Market Crisis Events Using Machine
  Learning Methods; Historically, the economic recession often came abruptly and disastrously.
For instance, during the 2008 financial crisis, the SP 500 fell 46 percent from
October 2007 to March 2009. If we could detect the signals of the crisis
earlier, we could have taken preventive measures. Therefore, driven by such
motivation, we use advanced machine learning techniques, including Random
Forest and Extreme Gradient Boosting, to predict any potential market crashes
mainly in the US market. Also, we would like to compare the performance of
these methods and examine which model is better for forecasting US stock market
crashes. We apply our models on the daily financial market data, which tend to
be more responsive with higher reporting frequencies. We consider 75
explanatory variables, including general US stock market indexes, SP 500 sector
indexes, as well as market indicators that can be used for the purpose of
crisis prediction. Finally, we conclude, with selected classification metrics,
that the Extreme Gradient Boosting method performs the best in predicting US
stock market crisis events.",False,False,"The concepts from the two papers are too disparate; one focuses on mathematical structures in Lie algebras while the other deals with machine learning for stock market predictions. There is no clear, feasible, and novel intersection that addresses a specific problem effectively.",
neg-1s-26,1,,1908.01479v1,"Imaging with highly incomplete and corrupted data; We consider the problem of imaging sparse scenes from a few noisy data using
an $l_1$-minimization approach. This problem can be cast as a linear system of
the form $A \, \rho =b$, where $A$ is an $N\times K$ measurement matrix. We
assume that the dimension of the unknown sparse vector $\rho \in
{\mathbb{C}}^K$ is much larger than the dimension of the data vector $b \in
{\mathbb{C}}^N$, i.e, $K \gg N$. We provide a theoretical framework that allows
us to examine under what conditions the $\ell_1$-minimization problem admits a
solution that is close to the exact one in the presence of noise. Our analysis
shows that $l_1$-minimization is not robust for imaging with noisy data when
high resolution is required. To improve the performance of $l_1$-minimization
we propose to solve instead the augmented linear system $ [A \, | \, C] \rho
=b$, where the $N \times \Sigma$ matrix $C$ is a noise collector. It is
constructed so as its column vectors provide a frame on which the noise of the
data, a vector of dimension $N$, can be well approximated. Theoretically, the
dimension $\Sigma$ of the noise collector should be $e^N$ which would make its
use not practical. However, our numerical results illustrate that robust
results in the presence of noise can be obtained with a large enough number of
columns $\Sigma \approx 10 K$.",1907.09103v1,"A Unified Algebraic Framework for Non-Monotonicity; Tremendous research effort has been dedicated over the years to thoroughly
investigate non-monotonic reasoning. With the abundance of non-monotonic
logical formalisms, a unified theory that enables comparing the different
approaches is much called for. In this paper, we present an algebraic graded
logic we refer to as LogAG capable of encompassing a wide variety of
non-monotonic formalisms. We build on Lin and Shoham's argument systems first
developed to formalize non-monotonic commonsense reasoning. We show how to
encode argument systems as LogAG theories, and prove that LogAG captures the
notion of belief spaces in argument systems. Since argument systems capture
default logic, autoepistemic logic, the principle of negation as failure, and
circumscription, our results show that LogAG captures the before-mentioned
non-monotonic logical formalisms as well. Previous results show that LogAG
subsumes possibilistic logic and any non-monotonic inference relation
satisfying Makinson's rationality postulates. In this way, LogAG provides a
powerful unified framework for non-monotonicity.",False,False,"The concepts from the two papers do not align in a way that allows for a feasible and novel multidisciplinary research idea. The first paper focuses on imaging and noise reduction, while the second deals with non-monotonic reasoning and logic frameworks, making integration challenging and impractical.",
neg-1s-27,1,,1710.09832v1,"Effective chemical potential for non-equilibrium systems and its
  application to molecular beam epitaxy of Bi2Se3; First-principles studies often rely on the assumption of equilibrium, which
can be a poor approximation, e.g., for growth. Here, an effective chemical
potential method for non-equilibrium systems is developed. A salient feature of
the theory is that it maintains the equilibrium limits as the correct limit. In
application to molecular beam epitaxy, rate equations are solved for the
concentrations of small clusters, which serve as feedstock for growth. We find
that the effective chemical potential is determined by the most probable,
rather than by the lowest-energy, cluster. In the case of Bi2Se3, the chemical
potential is found to be highly supersaturated, leading to a high nucleus
concentration in agreement with experiment.",physics/0608018v3,"The dynamics of traded value revisited; We conclude from an analysis of high resolution NYSE data that the
distribution of the traded value $f_i$ (or volume) has a finite variance
$\sigma_i$ for the very large majority of stocks $i$, and the distribution
itself is non-universal across stocks. The Hurst exponent of the same time
series displays a crossover from weakly to strongly correlated behavior around
the time scale of 1 day. The persistence in the strongly correlated regime
increases with the average trading activity $\ev{f_i}$ as
$H_i=H_0+\gamma\log\ev{f_i}$, which is another sign of non-universal behavior.
The existence of such liquidity dependent correlations is consistent with the
empirical observation that $\sigma_i\propto\ev{f_i}^\alpha$, where $\alpha$ is
a non-trivial, time scale dependent exponent.",False,False,"The concepts from the two papers, one focused on non-equilibrium chemical potentials in material growth and the other on trading dynamics in financial markets, do not converge in a way that creates a novel, feasible, and useful multidisciplinary research idea. The domains are too disparate.",
neg-1s-28,1,,1010.3602v1,"Collisions of particles in locally AdS spacetimes I. Local description
  and global examples; We investigate 3-dimensional globally hyperbolic AdS manifolds containing
""particles"", i.e., cone singularities along a graph $\Gamma$. We impose
physically relevant conditions on the cone singularities, e.g. positivity of
mass (angle less than $2\pi$ on time-like singular segments). We construct
examples of such manifolds, describe the cone singularities that can arise and
the way they can interact (the local geometry near the vertices of $\Gamma$).
We then adapt to this setting some notions like global hyperbolicity which are
natural for Lorentz manifolds, and construct some examples of globally
hyperbolic AdS manifolds with interacting particles.",0908.1677v1,"Most Efficient Homogeneous Volatility Estimators; We present a comprehensive theory of homogeneous volatility (and variance)
estimators of arbitrary stochastic processes that fully exploit the OHLC (open,
high, low, close) prices. For this, we develop the theory of most efficient
point-wise homogeneous OHLC volatility estimators, valid for any price
processes. We introduce the ""quasi-unbiased estimators"", that can address any
type of desirable constraints. The main tool of our theory is the parsimonious
encoding of all the information contained in the OHLC prices for a given time
interval in the form of the joint distributions of the high-minus-open,
low-minus-open and close-minus-open values, whose analytical expression is
derived exactly for Wiener processes with drift. The distributions can be
calculated to yield the most efficient estimators associated with any
statistical properties of the underlying log-price stochastic process. Applied
to Wiener processes for log-prices with drift, we provide explicit analytical
expressions for the most efficient point-wise volatility and variance
estimators, based on the analytical expression of the joint distribution of the
high-minus-open, low-minus-open and close-minus-open values. The efficiency of
the new proposed estimators is favorably compared with that of the
Garman-Klass, Roger-Satchell and maximum likelihood estimators.",False,False,The concepts from the two papers—geometric properties of AdS manifolds and volatility estimators for financial processes—do not lend themselves to a coherent multidisciplinary idea that meets all standards. The connection between particle interactions and financial volatility lacks a clear experimental validation or practical application.,
neg-1s-29,1,,2104.08010v1,"Welfare Measure for Resource Allocation with Algorithmic Implementation:
  Beyond Average and Max-Min; In this work, we propose an axiomatic approach for measuring the
performance/welfare of a system consisting of concurrent agents in a
resource-driven system. Our approach provides a unifying view on popular system
optimality principles, such as the maximal average/total utilities and the
max-min fairness. Moreover, it gives rise to other system optimality notions
that have not been fully exploited yet, such as the maximal lowest total
subgroup utilities. For the axiomatically defined welfare measures, we provide
a generic gradient-based method to find an optimal resource allocation and
present a theoretical guarantee for its success. Lastly, we demonstrate the
power of our approach through the power control application in wireless
networks.",1909.11910v1,"Concentration of product spaces; We investigate the relation between the concentration and the product of
metric measure spaces. We have the natural question whether, for two
concentrating sequences of metric measure spaces, the sequence of their product
spaces also concentrates. A partial answer is mentioned in Gromov's book. We
obtain a complete answer for this question.",False,False,"While both papers address complex systems, the concepts from resource allocation and metric measure spaces do not easily converge into a novel, feasible research idea. The lack of a clear application or experimental validation limits the potential for a multidisciplinary approach that meets all standards.",
neg-1s-30,1,,2101.01548v1,"Extraction, isolation, structure elucidation and evaluation of toxicity,
  anti-inflammatory and analgesic activity of Pituranthos scoparius
  constituents; The present work aimed to investigate an ethnobotanical survey about
Pituranthos scoparius and assess the toxicity, anti-inflammatory (in vitro, and
in vivo) potential, in vitro antioxidant, and analgesic effects of stems and
roots of Pituranthos scoparius. Furthermore; to isolate and elucidate the
chemical constituents of the n-butanol stem extract of P. scoparius (ButE) and
determine the toxicity and anti-inflammatory effects of these compounds added
to the ButE. Data from an ethnopharmacological study showed that 24.47 % of
people used this plant in folk medicine. Four compounds were isolated from
ButE. These compounds were characterized by means of NMR and high-resolution
mass spectral (HRMS) data.",2211.07035v1,"Elementary Bitcoin economics: from production and transaction demand to
  values; In this paper we give an elementary analysis of economics of Bitcoin that
combines the transaction demand by the consumers and the supply of hashrate by
miners. We argue that the decreasing block reward will have no significant
effect on the exchange rate (price) of Bitcoin and thus the network will be
transitioning to a regime where transaction fees will play a bigger part of
miners' revenue. We consider a simple model where consumers demand bitcoins for
transactions, but not for hoarding bitcoins, and we analyze market equilibrium
where the demand is matched with the hashrate supplied by miners. Our main
conclusion is that the exchange rate of Bitcoin cannot be determined from the
market equilibrium and so our arguments support the hypothesis that Bitcoin
price has no economic fundamentals and is free to fluctuate according to the
present demand for hoarding and speculation. We point out that increasing fees
bear the risk of Bitcoin being outcompeted by its main rival Ethereum, and that
decreasing revenues to miners depreciate the perception of Bitcoin as a medium
for store value (hoarding demand) which will have effect its exchange rate.",False,False,"The concepts from the two papers—ethnobotanical research on Pituranthos scoparius and Bitcoin economics—do not lend themselves to a feasible multidisciplinary idea that meets all standards. The fields are too disparate, lacking a clear intersection for practical application or experimental validation.",
neg-1s-31,1,,1810.09063v3,"Optimal electricity demand response contracting with responsiveness
  incentives; Despite the success of demand response programs in retail electricity markets
in reducing average consumption, the random responsiveness of consumers to
price event makes their efficiency questionable to achieve the flexibility
needed for electric systems with a large share of renewable energy. The
variance of consumers' responses depreciates the value of these mechanisms and
makes them weakly reliable. This paper aims at designing demand response
contracts which allow to act on both the average consumption and its variance.
The interaction between a risk--averse producer and a risk--averse consumer is
modelled through a Principal--Agent problem, thus accounting for the moral
hazard underlying demand response contracts. We provide closed--form solution
for the optimal contract in the case of constant marginal costs of energy and
volatility for the producer and constant marginal value of energy for the
consumer. We show that the optimal contract has a rebate form where the initial
condition of the consumption serves as a baseline. Further, the consumer cannot
manipulate the baseline at his own advantage. The second--best price for energy
and volatility are non--constant and non--increasing in time. The price for
energy is lower (resp. higher) than the marginal cost of energy during
peak--load (resp. off--peak) periods. We illustrate the potential benefit
issued from the implementation of an incentive mechanism on the responsiveness
of the consumer by calibrating our model with publicly available data. We
predict a significant increase of responsiveness under our optimal contract and
a significant increase of the producer satisfaction.",0705.4073v2,"Quasi-linear dynamics in nonlinear Schr\"" odinger equation with periodic
  boundary conditions; It is shown that a large subset of initial data with finite energy ($L^2$
norm)evolves nearly linearly in nonlinear Schr\"" odinger equation with periodic
boundary conditions. These new solutions are not perturbations of the known
ones such as solitons, semiclassical or weakly linear solutions.",False,False,"The concepts from the two papers do not align in a way that creates a feasible, novel, and useful multidisciplinary research idea. The first paper focuses on economic modeling in energy markets, while the second deals with mathematical solutions in quantum mechanics, lacking a clear intersection for practical application.",
neg-1s-32,1,,1210.2363v2,"LDx: estimation of linkage disequilibrium from high-throughput pooled
  resequencing data; High-throughput pooled resequencing offers significant potential for whole
genome population sequencing. However, its main drawback is the loss of
haplotype information. In order to regain some of this information, we present
LDx, a computational tool for estimating linkage disequilibrium (LD) from
pooled resequencing data. LDx uses an approximate maximum likelihood approach
to estimate LD (r2) between pairs of SNPs that can be observed within and among
single reads. LDx also reports r2 estimates derived solely from observed
genotype counts. We demonstrate that the LDx estimates are highly correlated
with r2 estimated from individually resequenced strains. We discuss the
performance of LDx using more stringent quality conditions and infer via
simulation the degree to which performance can improve based on read depth.
Finally we demonstrate two possible uses of LDx with real and simulated pooled
resequencing data. First, we use LDx to infer genomewide patterns of decay of
LD with physical distance in D. melanogaster population resequencing data.
Second, we demonstrate that r2 estimates from LDx are capable of distinguishing
alternative demographic models representing plausible demographic histories of
D. melanogaster.",1508.03817v1,"Visualizing long vectors of measurements by use of the Hilbert curve; The use of Hilbert curves to visualize massive vector of data is revisited
following previous authors. The Hilbert curve mapping preserves locality and
makes meaningful representation of the data. We call such visualization as
Hilbert plots. The combination of a Hilbert plot with its Fourier transform
allows to identify patterns in the underlying data sequence. The use of
different granularity representation also allows to identify periodic intervals
within the data. Data from different sources are presented: periodic,
aperiodic, logistic map and 1/2-Ising model. A real data example from the study
of heartbeat data is also discussed.",False,True,"By combining LDx's ability to estimate linkage disequilibrium with the Hilbert curve's visualization techniques, a novel approach could be developed to visualize genetic data patterns and demographic histories in a more interpretable manner, facilitating insights into population genetics.",
neg-1s-33,1,,2410.09503v1,"SLAM-AAC: Enhancing Audio Captioning with Paraphrasing Augmentation and
  CLAP-Refine through LLMs; Automated Audio Captioning (AAC) aims to generate natural textual
descriptions for input audio signals. Recent progress in audio pre-trained
models and large language models (LLMs) has significantly enhanced audio
understanding and textual reasoning capabilities, making improvements in AAC
possible. In this paper, we propose SLAM-AAC to further enhance AAC with
paraphrasing augmentation and CLAP-Refine through LLMs. Our approach uses the
self-supervised EAT model to extract fine-grained audio representations, which
are then aligned with textual embeddings via lightweight linear layers. The
caption generation LLM is efficiently fine-tuned using the LoRA adapter.
Drawing inspiration from the back-translation method in machine translation, we
implement paraphrasing augmentation to expand the Clotho dataset during
pre-training. This strategy helps alleviate the limitation of scarce audio-text
pairs and generates more diverse captions from a small set of audio clips.
During inference, we introduce the plug-and-play CLAP-Refine strategy to fully
exploit multiple decoding outputs, akin to the n-best rescoring strategy in
speech recognition. Using the CLAP model for audio-text similarity calculation,
we could select the textual descriptions generated by multiple searching beams
that best match the input audio. Experimental results show that SLAM-AAC
achieves state-of-the-art performance on Clotho V2 and AudioCaps, surpassing
previous mainstream models.",1706.04633v1,"Subjects classification from high-dimensional and small-sample size
  datasets using a strategy based on Clustering Variables around Latent
  Components (CLV) method; High-dimensional complex systems can be studied through multivariate
analysis, as Principal Component Analysis, however large samples of
observations frequently are needed for it. Here it is examined a method for
small samples based on clustering variables around latent variables (CLV) to
subject classification in two presumed groups. For it, a predictive model was
developed to generate datasets with two groups of cases whose variables show
randomness features (up to 30% of variables manifest difference between groups,
and up to 7% of those are correlated between them). The method recovered the
information of the latent factors to classify the subjects with 80 to 95% of
agreement, with positive relationship between the classifier precision and the
rate [number of variables / number of subjects].",False,True,"The combination of SLAM-AAC's audio captioning techniques with the CLV method for classifying audio signals based on latent variables can create a novel approach to enhance audio understanding in small sample datasets. This idea is feasible, innovative, and addresses the challenge of limited audio-text pairs effectively.",
neg-1s-34,1,,1402.0344v1,"Formes quadratiques de discriminants emboîtés; Quadratic forms with embedded discriminants. Integral binary quadratic forms
have multiple applications, for example in factorization or cryptography. The
Nice family of cryptographic systems makes use of quadratic forms with
different discriminants $\pm p$, and $\pm pq^2$ where $p$, $q$ are large
primes. This paper shows the precise links between forms with $D$ discriminant
and forms with $Df^2$ discriminant, which are crucial in the analysis of the
systems Nice and theirs attacks. We also introduce the notion of
semi-equivalence of binary quadratic forms, and give some characterizations of
semi-equivalent forms, which are useful in the analysis of these attacks.
  -----
  Les formes quadratiques binaires fournissent un moyen explicite pour
manipuler des id\'eaux de corps quadratiques, et leurs applications pratiques
sont multiples. De nombreux algorithmes de factorisation les utilisent. Elle
sont aussi utilis\'ees en cryptographie, en particulier pour les syst\`emes
Nice. Les syst\`emes de chiffrement Nice utilisent des formes quadratiques de
discriminants $\pm p$ et $\pm pq^2$ o\`u $p$ et $q$ sont des nombres premiers.
Cet article pr\'ecise les liens entre les formes de discriminant $D$ et celles
de discriminant $Df^2$, ce qui est essentiel pour l'analyse de Nice et de ses
attaques. Il introduit aussi la notion de formes quadratiques
semi-\'equivalentes et en explicite plusieurs caract\'erisations, utiles pour
l'analyse de ces attaques.",1902.06143v1,"Weak Identification and Estimation of Social Interaction Models; The identification of the network effect is based on either group size
variation, the structure of the network or the relative position in the
network. I provide easy-to-verify necessary conditions for identification of
undirected network models based on the number of distinct eigenvalues of the
adjacency matrix. Identification of network effects is possible; although in
many empirical situations existing identification strategies may require the
use of many instruments or instruments that could be strongly correlated with
each other. The use of highly correlated instruments or many instruments may
lead to weak identification or many instruments bias. This paper proposes
regularized versions of the two-stage least squares (2SLS) estimators as a
solution to these problems. The proposed estimators are consistent and
asymptotically normal. A Monte Carlo study illustrates the properties of the
regularized estimators. An empirical application, assessing a local government
tax competition model, shows the empirical relevance of using regularization
methods.",False,False,"While both papers address complex systems—one in cryptography and the other in social network modeling—their concepts do not easily converge into a novel, feasible research idea. The lack of a clear application that combines both fields effectively limits the potential for a multidisciplinary approach.",
neg-1s-35,1,,2105.09581v1,"Valuation of European Options under an Uncertain Market Price of
  Volatility Risk; We propose a model to quantify the effect of parameter uncertainty on the
option price in the Heston model. More precisely, we present a
Hamilton-Jacobi-Bellman framework which allows us to evaluate best and worst
case scenarios under an uncertain market price of volatility risk. For the
numerical approximation the Hamilton--Jacobi--Bellman equation is reformulated
to enable the solution with a finite element method. A case study with
butterfly options exhibits how the dependence of Delta on the magnitude of the
uncertainty is nonlinear and highly varied across the parameter regime.
  Keywords: Uncertain market price, Volatility risk, Hamilton-Jacobi-Bellman
equation, Finite element method, Uncertainty quantification",2205.00051v3,"Useful formulas for non-magnetized electron cooling; Recent success of Low Energy RHIC Electron Cooler (LEReC) opened a road for
development of high energy electron coolers based on non-magnetized electron
bunches accelerated by RF cavities. Electrons in such coolers can have velocity
distribution with various unequal horizontal, vertical and longitudinal
velocity spreads. In this paper we revisit a formula of friction force in
non-magnetized cooling and derive a number of useful expressions for different
limiting cases.",False,False,While both papers address complex systems—financial options and electron cooling—their concepts do not easily converge into a novel multidisciplinary idea that meets all standards. The lack of a clear application or experimental validation connecting the two fields limits feasibility and usefulness.,
neg-1s-36,1,,1810.07674v5,"Dynkin games with incomplete and asymmetric information; We study the value and the optimal strategies for a two-player zero-sum
optimal stopping game with incomplete and asymmetric information. In our
Bayesian set-up, the drift of the underlying diffusion process is unknown to
one player (incomplete information feature), but known to the other one
(asymmetric information feature). We formulate the problem and reduce it to a
fully Markovian setup where the uninformed player optimises over stopping times
and the informed one uses randomised stopping times in order to hide their
informational advantage. Then we provide a general verification result which
allows us to find the value of the game and players' optimal strategies by
solving suitable quasi-variational inequalities with some non-standard
constraints. Finally, we study an example with linear payoffs, in which an
explicit solution of the corresponding quasi-variational inequalities can be
obtained.",0711.0149v2,"Leibniz rules for enveloping algebras in symmetric ordering; Given a finite-dimensional Lie algebra, and a representation by derivations
on the completed symmetric algebra of its dual, a number of interesting twisted
constructions appear: certain twisted Weyl algebras, deformed Leibniz rules,
quantized ``star'' product. We first illuminate a number of interrelations
between these constructions and then proceed to study a special case in certain
precise sense corresponding to the symmetric or Weyl ordering. This case has
been known earlier to be related to computations with Hausdorff series, for
example the expression for the star product is in such terms. For the deformed
Leibniz rule, hence a coproduct, we present here a new nonsymmetric expression,
which is then expanded into a sum of expressions labelled by a class of planar
trees, and for a given tree evaluated by Feynman-like rules. These expressions
are filtered by a bidegree and we show recursion formulas for the sums of
expressions of a given bidegree, and compare the recursions to recursions for
Hausdorff series, including the comparison of initial conditions. This way we
show a direct corespondence between the Hausdorff series and the expression for
twisted coproduct.",False,False,"The concepts from the two papers, one focusing on game theory with incomplete information and the other on algebraic structures in mathematical physics, do not easily converge into a novel, feasible, and useful multidisciplinary research idea. The connection between them lacks practical applicability and experimental validation.",
neg-1s-37,1,,1809.00080v1,"Location and Capacity Planning of Facilities with General Service-Time
  Distributions Using Conic Optimization; This paper studies a stochastic congested location problem in the network of
a service system that consists of facilities to be established in a finite
number of candidate locations. Population zones allocated to each open service
facility together creates a stream of demand that follows a Poisson process and
may cause congestion at the facility. The service time at each facility is
stochastic and depends on the service capacity and follows a general
distribution that can differ for each facility. The service capacity is
selected from a given (bounded or unbounded) interval. The objective of our
problem is to optimize a balanced performance measure that compromises between
facility-induced and customer-related costs. Service times are represented by a
flexible location-scale stochastic model. The problem is formulated using
quadratic conic optimization. Valid inequalities and a cut-generation procedure
are developed to increase computational efficiency. A comprehensive numerical
study is carried out to show the efficiency and effectiveness of the solution
procedure. Moreover, our numerical experiments using real data of a preventive
healthcare system in Toronto show that the optimal service network
configuration is highly sensitive to the service-time distribution. Our method
for convexifying the waiting-time formulas of M/G/1 queues is general and
extends the existing convexity results in queueing theory such that they can be
used in optimization problems where the service rates are continuous.",2410.20680v1,"Multi-modal Data based Semi-Supervised Learning for Vehicle Positioning; In this paper, a multi-modal data based semi-supervised learning (SSL)
framework that jointly use channel state information (CSI) data and RGB images
for vehicle positioning is designed. In particular, an outdoor positioning
system where the vehicle locations are determined by a base station (BS) is
considered. The BS equipped with several cameras can collect a large amount of
unlabeled CSI data and a small number of labeled CSI data of vehicles, and the
images taken by cameras. Although the collected images contain partial
information of vehicles (i.e. azimuth angles of vehicles), the relationship
between the unlabeled CSI data and its azimuth angle, and the distances between
the BS and the vehicles captured by images are both unknown. Therefore, the
images cannot be directly used as the labels of unlabeled CSI data to train a
positioning model. To exploit unlabeled CSI data and images, a SSL framework
that consists of a pretraining stage and a downstream training stage is
proposed. In the pretraining stage, the azimuth angles obtained from the images
are considered as the labels of unlabeled CSI data to pretrain the positioning
model. In the downstream training stage, a small sized labeled dataset in which
the accurate vehicle positions are considered as labels is used to retrain the
model. Simulation results show that the proposed method can reduce the
positioning error by up to 30% compared to a baseline where the model is not
pretrained.",False,True,"By integrating the stochastic service-time optimization from Paper 1 with the semi-supervised learning framework for vehicle positioning in Paper 2, a novel research idea could emerge that optimizes service facility locations based on real-time vehicle positioning data, enhancing operational efficiency in service systems.",
neg-1s-38,1,,2004.09963v3,"Structural clustering of volatility regimes for dynamic trading
  strategies; We develop a new method to find the number of volatility regimes in a
nonstationary financial time series by applying unsupervised learning to its
volatility structure. We use change point detection to partition a time series
into locally stationary segments and then compute a distance matrix between
segment distributions. The segments are clustered into a learned number of
discrete volatility regimes via an optimization routine. Using this framework,
we determine a volatility clustering structure for financial indices, large-cap
equities, exchange-traded funds and currency pairs. Our method overcomes the
rigid assumptions necessary to implement many parametric regime-switching
models, while effectively distilling a time series into several characteristic
behaviours. Our results provide significant simplification of these time series
and a strong descriptive analysis of prior behaviours of volatility. Finally,
we create and validate a dynamic trading strategy that learns the optimal match
between the current distribution of a time series and its past regimes, thereby
making online risk-avoidance decisions in the present.",2401.00966v1,"Improved estimators in Bell regression model with application; In this paper, we propose the application of shrinkage strategies to estimate
coefficients in the Bell regression models when prior information about the
coefficients is available. The Bell regression models are well-suited for
modeling count data with multiple covariates. Furthermore, we provide a
detailed explanation of the asymptotic properties of the proposed estimators,
including asymptotic biases and mean squared errors. To assess the performance
of the estimators, we conduct numerical studies using Monte Carlo simulations
and evaluate their simulated relative efficiency. The results demonstrate that
the suggested estimators outperform the unrestricted estimator when prior
information is taken into account. Additionally, we present an empirical
application to demonstrate the practical utility of the suggested estimators.",False,True,"The combination of volatility regime clustering from Paper 1 and the shrinkage strategies in Bell regression from Paper 2 can lead to a novel approach for dynamic risk assessment in financial markets. This idea is feasible, as it can be empirically tested, and it addresses real-world financial decision-making challenges.",
