id,date,a_abstract,b_id,b_abstract,b_categories,c_id,c_abstract,c_categories,y_true,research_type,a_title,a_categories,b_title,c_title
neg-d2-297,2025-02-10,,2502.06974," We characterise when a rank $n$ generalised Baumslag-Solitar group is CAT(0)
and when it is biautomatic.",['math.GR'],2503.05488," Document Key Information Extraction (KIE) is a technology that transforms
valuable information in document images into structured data, and it has become
an essential function in industrial settings. However, current evaluation
metrics of this technology do not accurately reflect the critical attributes of
its industrial applications. In this paper, we present KIEval, a novel
application-centric evaluation metric for Document KIE models. Unlike prior
metrics, KIEval assesses Document KIE models not just on the extraction of
individual information (entity) but also of the structured information
(grouping). Evaluation of structured information provides assessment of
Document KIE models that are more reflective of extracting grouped information
from documents in industrial settings. Designed with industrial application in
mind, we believe that KIEval can become a standard evaluation metric for
developing or applying Document KIE models in practice. The code will be
publicly available.",['cs.CL'],False,,,,Higher-rank GBS groups: non-positive curvature and biautomaticity,KIEval: Evaluation Metric for Document Key Information Extraction
neg-d2-298,2025-01-14,,2501.08533," The complexity of mathematical models describing respiratory mechanics has
grown in recent years, however, parameter identifiability of such models has
only been studied in the last decade in the context of observable data. This
study investigates parameter identifiability of a nonlinear respiratory
mechanics model tuned to the physiology of an extremely preterm infant, using
global Morris screening, local deterministic sensitivity analysis, and singular
value decomposition-based subset selection. The model predicts airflow and
dynamic pulmonary volumes and pressures under varying levels of continuous
positive airway pressure, and a range of parameters characterizing both
surfactant-treated and surfactant-deficient lung. Sensitivity analyses
indicated eleven parameters influence model outputs over the range of
continuous positive airway pressure and lung health scenarios. The model was
adapted to data from a spontaneously breathing 1 kg infant using gradient-based
optimization to estimate the parameter subset characterizing the patient's
state of health.",['q-bio.TO'],2502.19477," Effective field theories (EFTs) parametrize our ignorance of the underlying
UV theory through their Wilson coefficients. However, not all values of these
coefficients are consistent with fundamental physical principles. In this
paper, we explore the consequences of imposing causal propagation on the
comoving curvature perturbation in the EFT of inflation, particularly its
impact on the primordial power spectrum and the effective sound speed
$c_s^\text{eff}$. We investigate scenarios where $c_s^\text{eff}$ undergoes a
transition, remaining consistent with CMB constraints at early times but later
experiencing a drastic change, becoming highly subluminal. Such scenarios allow
the primordial power spectrum to grow at small scales, potentially leading to
the formation of primordial black holes or the generation of scalar-induced
gravitational waves. We find the generic feature that in a causal theory,
luminal sound speeds imply a free theory, effectively constraining the
dynamics. Additionally, we obtain that when considering natural values for the
Wilson coefficients, maintaining the validity of the EFT and the weakly coupled
regime, and enforcing causal propagation of the EFT modes, the power spectrum
cannot increase drastically. This imposes significant constraints on the
parameter space of models aiming to produce such features.","['hep-th', 'astro-ph.CO']",False,,,,"Practical parameter identifiability of respiratory mechanics in the
  extremely preterm infant",Causality Bounds on the Primordial Power Spectrum
neg-d2-299,2025-03-15,,2503.12051," Large language models (LLMs) have made tremendous progress in recent years,
but low-resource languages, such as Tibetan, remain significantly
underrepresented in their evaluation. Despite Tibetan being spoken by over
seven million people, it has largely been neglected in the development and
assessment of LLMs. To address this gap, we present TLUE (A Tibetan Language
Understanding Evaluation Benchmark), the first large-scale benchmark for
assessing LLMs' capabilities in Tibetan. TLUE comprises two major components:
(1) a comprehensive multi-task understanding benchmark spanning 5 domains and
67 subdomains, and (2) a safety benchmark covering 7 subdomains. We evaluate a
diverse set of state-of-the-art LLMs. Experimental results demonstrate that
most LLMs perform below the random baseline, highlighting the considerable
challenges LLMs face in processing Tibetan, a low-resource language. TLUE
provides an essential foundation for driving future research and progress in
Tibetan language understanding and underscores the need for greater inclusivity
in LLM development.",['cs.CL'],2502.03152," In this work, we have carried out lattice simulations of $(2+1)$-flavor QCD
using highly improved staggered quarks at the physical pion mass on $32^3
\times 8$ and $48^3 \times 12$ lattices, with magnetic field strengths ranging
up to 0.8 GeV$^2$ and nonzero baryon chemical potentials employing the Taylor
expansion framework. We present lattice QCD continuum estimate results, along
with the magnetized hadron resonance and ideal gas comparisons, for the
leading-order Taylor expansion coefficients for bulk thermodynamic quantities
such as pressure, number density, energy density, and entropy density, focusing
on the significant impact of strong magnetic fields.","['hep-lat', 'hep-ph', 'hep-th']",False,,,,TLUE: A Tibetan Language Understanding Evaluation Benchmark,"QCD Equation of State with Strong Magnetic Fields and Nonzero Baryon
  Density"
neg-d2-300,2025-01-09,,2501.05015," Adversarial attacks are allegedly unnoticeable. Prior studies have designed
attack noticeability measures on graphs, primarily using statistical tests to
compare the topology of original and (possibly) attacked graphs. However, we
observe two critical limitations in the existing measures. First, because the
measures rely on simple rules, attackers can readily enhance their attacks to
bypass them, reducing their attack ""noticeability"" and, yet, maintaining their
attack performance. Second, because the measures naively leverage global
statistics, such as degree distributions, they may entirely overlook attacks
until severe perturbations occur, letting the attacks be almost ""totally
unnoticeable."" To address the limitations, we introduce HideNSeek, a learnable
measure for graph attack noticeability. First, to mitigate the bypass problem,
HideNSeek learns to distinguish the original and (potential) attack edges using
a learnable edge scorer (LEO), which scores each edge on its likelihood of
being an attack. Second, to mitigate the overlooking problem, HideNSeek
conducts imbalance-aware aggregation of all the edge scores to obtain the final
noticeability score. Using six real-world graphs, we empirically demonstrate
that HideNSeek effectively alleviates the observed limitations, and LEO (i.e.,
our learnable edge scorer) outperforms eleven competitors in distinguishing
attack edges under five different attack methods. For an additional
application, we show that LEO boost the performance of robust GNNs by removing
attack-like edges.","['cs.LG', 'cs.AI']",2501.04946," The least trimmed squares (LTS) estimator is a renowned robust alternative to
the classic least squares estimator and is popular in location, regression,
machine learning, and AI literature. Many studies exist on LTS, including its
robustness, computation algorithms, extension to non-linear cases, asymptotics,
etc. The LTS has been applied in the penalized regression in a high-dimensional
real-data sparse-model setting where dimension $p$ (in thousands) is much
larger than sample size $n$ (in tens, or hundreds). In such a practical
setting, the sample size $n$ often is the count of sub-population that has a
special attribute (e.g. the count of patients of Alzheimer's, Parkinson's,
Leukemia, or ALS, etc.) among a population with a finite fixed size N.
Asymptotic analysis assuming that $n$ tends to infinity is not practically
convincing and legitimate in such a scenario. A non-asymptotic or finite sample
analysis will be more desirable and feasible.
  This article establishes some finite sample (non-asymptotic) error bounds for
estimating and predicting based on LTS with high probability for the first
time.","['stat.ML', 'cs.LG']",False,,,,"On Measuring Unnoticeability of Graph Adversarial Attacks: Observations,
  New Measure, and Applications","Non-asymptotic analysis of the performance of the penalized least
  trimmed squares in sparse models"
neg-d2-301,2025-01-10,,2501.05881," Infrared spectroscopy, e.g., with JWST, provides a glimpse into the chemical
inventory of the innermost region of protoplanetary discs, where terrestrial
planets eventually form. The chemical make-up of regions inside snowlines is
connected to the material drifting from the outer regions, which can be modeled
with dust evolution models. However, infrared observations are limited by the
high dust extinction in the inner disc, and only probes the abundances of
gaseous species in the disc surface layers. As a result, the bulk mass of
delivered volatiles is not directly relatable to what is measured through
infrared spectra. In this paper, we investigate how the delivery of dust and
ice after prolonged pebble drift affects the observable reservoir of water
vapor in the inner disc. We develop a 1+1D approach based on dust evolution
models to determine the delivery and distribution of vapor compared to the
height of the $\tau = 1$ surface in the dust continuum. We find that the
observable column density of water vapor at wavelengths probed by JWST spans
many orders of magnitude over time, exhibiting different radial profiles
depending on dust properties, drift rate, and local processing. In the presence
of a traffic-jam effect inside the snowline, the observable vapor reservoir
appears constant in time despite the ongoing delivery by pebble drift, such
that water is effectively smuggled unnoticed. Differences in measured column
densities then originate not only from variations in bulk vapor content, but
also from differences in the properties and distribution of dust particles.",['astro-ph.EP'],2502.09905," Abdominal aortic aneurysm (AAA) is a life-threatening condition involving the
permanent dilation of the aorta, often detected incidentally through imaging
for some other condition. The standard clinical approach to managing AAA
follows a one-size-fits-all model based on aneurysm size and growth rate,
leading to underestimation or overestimation of rupture risk in individual
patients. The widely studied stress-based rupture risk estimation using
computational biomechanics requires wall strength information. However,
non-invasive methods for local patient-specific wall strength measurement have
not yet been developed. Recently, we introduced an image-based approach for
patient-specific, in vivo, non-invasive AAA kinematic analysis using
time-resolved 3D computed tomography angiography (4D-CTA) images to measure
wall strain throughout the cardiac cycle. In the present study, we integrated
wall tension computation and strain measurement to develop a novel measure of
local structural integrity of AAA wall - Relative Structural Integrity Index
(RSII), independent of material properties and thickness of the wall and
conditions of blood pressure measurement. Our methods provide a visual map of
AAA wall structural integrity for individual patients using only their medical
images and blood pressure data. We applied our methods to twelve patients.
Additionally, we compared our measure of structural integrity of aneurysmal and
non-aneurysmal aortas. Our results show similar values of the wall structural
integrity measure across the patients, indicating the reliability of our
methods. In line with experimental observations reported in the literature, our
analysis revealed that localized low stiffness areas are primarily found in the
most dilated AAA regions. Our results clearly demonstrate that the AAA wall is
stiffer than the non-aneurysmal aorta.",['cs.CE'],False,,,,"Smuggling unnoticed: Towards a 2D view of water and dust delivery to the
  inner regions of protoplanetary discs","Towards personalised assessment of abdominal aortic aneurysm structural
  integrity"
neg-d2-302,2025-02-05,,2502.03188," Code-switching (CS) remains a significant challenge in Natural Language
Processing (NLP), mainly due a lack of relevant data. In the context of the
contact between the Basque and Spanish languages in the north of the Iberian
Peninsula, CS frequently occurs in both formal and informal spontaneous
interactions. However, resources to analyse this phenomenon and support the
development and evaluation of models capable of understanding and generating
code-switched language for this language pair are almost non-existent. We
introduce a first approach to develop a naturally sourced corpus for
Basque-Spanish code-switching. Our methodology consists of identifying CS texts
from previously available corpora using language identification models, which
are then manually validated to obtain a reliable subset of CS instances. We
present the properties of our corpus and make it available under the name
Euska\~nolDS.","['cs.CL', 'cs.AI']",2502.13793," Green hydrogen is likely to play a major role in decarbonising the aviation
industry. It is crucial to understand the effects of microstructure on hydrogen
redistribution, which may be implicated in the embrittlement of candidate fuel
system metals. We have developed a stochastic multiscale finite element
modelling framework that integrates micromechanical and hydrogen transport
models, such that the dominant microstructural effects can be efficiently
accounted for at millimetre length scales. Our results show that microstructure
has a significant effect on hydrogen localisation in elastically anisotropic
materials, which exhibit an interesting interplay between microstructure and
millimetre-scale hydrogen redistribution at various loading rates. Considering
316L stainless steel and nickel, a direct comparison of model predictions
against experimental hydrogen embrittlement data reveals that the reported
sensitivity to loading rate is strongly linked with rate-dependent grain scale
diffusion. These findings highlight the need to incorporate microstructural
characteristics in the design of hydrogen resistant materials.",['cond-mat.mtrl-sci'],False,,,,"Euska\~nolDS: A Naturally Sourced Corpus for Basque-Spanish
  Code-Switching","The link between Microstructural Heterogeneity, Diffusivity, and
  Hydrogen Embrittlement"
neg-d2-303,2025-03-06,,2503.04962," Topological insulators (TIs) are intriguing materials for advanced computing
applications based on spintronics because they can host robust spin effects.
For instance, TIs have intrinsically large spin generation enabled by their
large spin-orbit coupling. Furthermore, topological surface states (TSS) with
spin-momentum locking and Dirac dispersion lead to long spin diffusion. Future
spintronic device technology will require scalable film growth of high-quality
material. We grow epitaxial films of Bi$_{1-x}$Sb$_x$Te$_{3-y}$Se$_y$ (BSTS, $x
= 0.58, y = 1$) and confirm the gapless band structure with optimal doping
using angle-resolved photoelectron spectra. The temperature dependence of
longitudinal resistivity shows bulk transport is suppressed as temperature is
decreased, and at low temperature surface transport dominates. We evaluate the
spin transport properties in BSTS without using ferromagnetic tunnel contacts
via a non-local resistance experiment as a function of temperature and applied
charge current. As expected, these experiments reveal the necessity of
decreasing the bulk conduction to best enhance the spin transport. In the TSS,
we find high efficiency of charge-to-spin conversion (spin Hall angle,
$\theta_{SH} \approx 1$) and spin diffusion over several microns. Further
development of high-quality TIs will make them viable candidates for efficient
and lossless spintronics.","['cond-mat.mes-hall', 'physics.app-ph']",2502.1894," Evaluating the pedagogical capabilities of AI-based tutoring models is
critical for making guided progress in the field. Yet, we lack a reliable,
easy-to-use, and simple-to-run evaluation that reflects the pedagogical
abilities of models. To fill this gap, we present MathTutorBench, an
open-source benchmark for holistic tutoring model evaluation. MathTutorBench
contains a collection of datasets and metrics that broadly cover tutor
abilities as defined by learning sciences research in dialog-based teaching. To
score the pedagogical quality of open-ended teacher responses, we train a
reward model and show it can discriminate expert from novice teacher responses
with high accuracy. We evaluate a wide set of closed- and open-weight models on
MathTutorBench and find that subject expertise, indicated by solving ability,
does not immediately translate to good teaching. Rather, pedagogy and subject
expertise appear to form a trade-off that is navigated by the degree of
tutoring specialization of the model. Furthermore, tutoring appears to become
more challenging in longer dialogs, where simpler questioning strategies begin
to fail. We release the benchmark, code, and leaderboard openly to enable rapid
benchmarking of future models.","['cs.CL', 'cs.AI', 'cs.LG']",False,,,,Intrinsic Spin Transport in a Topological Insulator Thin Film,"MathTutorBench: A Benchmark for Measuring Open-ended Pedagogical
  Capabilities of LLM Tutors"
neg-d2-304,2025-03-01,,2503.00647," Efficient coverage of unknown environments requires robots to adapt their
paths in real time based on on-board sensor data. In this paper, we introduce
CAP, a connectivity-aware hierarchical coverage path planning algorithm for
efficient coverage of unknown environments. During online operation, CAP
incrementally constructs a coverage guidance graph to capture essential
information about the environment. Based on the updated graph, the hierarchical
planner determines an efficient path to maximize global coverage efficiency and
minimize local coverage time. The performance of CAP is evaluated and compared
with five baseline algorithms through high-fidelity simulations as well as
robot experiments. Our results show that CAP yields significant improvements in
coverage time, path length, and path overlap ratio.",['cs.RO'],2503.12647," Molecular communication (MC) offers a groundbreaking approach to
communication inspired by biological signaling. It is particularly suited for
environments where traditional electromagnetic methods fail, such as fluid
mediums or within the human body. This study focuses on addressing a major
challenge in MC systems: inter symbol interference (ISI), which arises due to
the random, diffusive propagation of molecules. We propose a novel technique
that leverages transmission shaping to mitigate ISI effectively by designing
optimal transmission pulse (or sequence) for symbols. Our approach centers on
solving a multi-objective optimization problem that aims to maximize the
separability of individual symbol's responses within the symbol duration while
matching the interference caused by molecular spillover for all symbols. By
making ISI of each symbol similar, the approach reduces the effect of previous
symbols and thus not require any adaptive computations. We introduce a
geometric analogy involving two families of ellipses to derive the optimal
solution. Analytical insights are supported by numerical simulations to design
optimized transmission profiles to enhance the resilience toward ISI. The
proposed transmission shaping method is evaluated through symbol error rate
(SER). These results mark a significant step forward in developing robust and
efficient MC systems, opening doors to advanced applications in bio-inspired
and nano-scale communication technologies.","['q-bio.MN', 'eess.SP']",False,,,,"CAP: A Connectivity-Aware Hierarchical Coverage Path Planning Algorithm
  for Unknown Environments using Coverage Guidance Graph","Optimal Transmission Sequence Design with ISI Matching in Molecular
  Communication"
neg-d2-305,2025-01-13,,2501.0747," The study of numerical rounding errors is often greatly simplified in the
analytical treatment of mathematical problems, or even entirely separated from
it. In sampling theory, for instance, it is standard to assume the availability
of an orthonormal basis for computations, ensuring that numerical errors are
negligible. In reality, however, this assumption is often unmet. In this paper,
we discard it and demonstrate the advantages of integrating numerical insights
more deeply into sampling theory. To clearly pinpoint when the numerical
phenomena play a significant role, we introduce the concept of numerical
redundancy. A set of functions is numerically redundant if it spans a
lower-dimensional space when analysed numerically rather than analytically.
This property makes it generally impossible to compute the best approximation
of a function in its span using finite precision. In contrast,
$\ell^2$-regularized approximations are computable and, therefore, form the
foundation of many practical methods. Regularization generally reduces accuracy
compared to the best approximation, but our analysis shows that there is a
benefit: it also significantly reduces the amount of data needed for accurate
approximation. Furthermore, we present a constructive method for optimally
selecting data points for $L^2$-approximations, explicitly accounting for the
effects of regularization. The results are illustrated for two common scenarios
that lead to numerical redundancy: (1) approximations on irregular domains and
(2) approximations that incorporate specific features of the function to be
approximated. In doing so, we obtain new results on random sampling for Fourier
extension frames. Finally, we establish that regularization is implicit in
numerical orthogonalization of a numerically redundant set, indicating that its
analysis cannot be bypassed in a much broader range of methods.","['math.NA', 'cs.NA']",2501.01515," Motivated by deep learning regimes with multiple interacting yet distinct
model components, we introduce learning diagrams, graphical depictions of
training setups that capture parameterized learning as data rather than code. A
learning diagram compiles to a unique loss function on which component models
are trained. The result of training on this loss is a collection of models
whose predictions ``agree"" with one another. We show that a number of popular
learning setups such as few-shot multi-task learning, knowledge distillation,
and multi-modal learning can be depicted as learning diagrams. We further
implement learning diagrams in a library that allows users to build diagrams of
PyTorch and Flux.jl models. By implementing some classic machine learning use
cases, we demonstrate how learning diagrams allow practitioners to build
complicated models as compositions of smaller components, identify
relationships between workflows, and manipulate models during or after
training. Leveraging a category theoretic framework, we introduce a rigorous
semantics for learning diagrams that puts such operations on a firm
mathematical foundation.","['cs.LG', 'cs.AI', 'cs.PL', 'math.CT']",False,,,,Sampling Theory for Function Approximation with Numerical Redundancy,"DiagrammaticLearning: A Graphical Language for Compositional Training
  Regimes"
neg-d2-306,2025-01-20,,2501.11698," A next-generation medium-energy gamma-ray telescope targeting the MeV range
would address open questions in astrophysics regarding how extreme conditions
accelerate cosmic-ray particles, produce relativistic jet outflows, and more.
One concept, AMEGO-X, relies upon the mission-enabling CMOS Monolithic Active
Pixel Sensor silicon chip AstroPix. AstroPix is designed for space-based use,
featuring low noise, low power consumption, and high scalability. Desired
performance of the device include an energy resolution of 5 keV (or 10% FWHM)
at 122 keV and a dynamic range per-pixel of 25-700 keV, enabled by the addition
of a high-voltage bias to each pixel which supports a depletion depth of 500
um. This work reports on the status of the AstroPix development process with
emphasis on the current version under test, version three (v3), and highlights
of version two (v2). Version 3 achieves energy resolution of 10.4 +\- 3.2 % at
59.5 keV and 94 +\- 6 um depletion in a low-resistivity test silicon substrate.","['astro-ph.IM', 'physics.ins-det']",2501.19176," Full-Field Digital Mammography (FFDM) is the primary imaging modality for
routine breast cancer screening; however, its effectiveness is limited in
patients with dense breast tissue or fibrocystic conditions. Contrast-Enhanced
Spectral Mammography (CESM), a second-level imaging technique, offers enhanced
accuracy in tumor detection. Nonetheless, its application is restricted due to
higher radiation exposure, the use of contrast agents, and limited
accessibility. As a result, CESM is typically reserved for select cases,
leaving many patients to rely solely on FFDM despite the superior diagnostic
performance of CESM. While biopsy remains the gold standard for definitive
diagnosis, it is an invasive procedure that can cause discomfort for patients.
We introduce a multimodal, multi-view deep learning approach for virtual
biopsy, integrating FFDM and CESM modalities in craniocaudal and mediolateral
oblique views to classify lesions as malignant or benign. To address the
challenge of missing CESM data, we leverage generative artificial intelligence
to impute CESM images from FFDM scans. Experimental results demonstrate that
incorporating the CESM modality is crucial to enhance the performance of
virtual biopsy. When real CESM data is missing, synthetic CESM images proved
effective, outperforming the use of FFDM alone, particularly in multimodal
configurations that combine FFDM and CESM modalities. The proposed approach has
the potential to improve diagnostic workflows, providing clinicians with
augmented intelligence tools to improve diagnostic accuracy and patient care.
Additionally, as a contribution to the research community, we publicly release
the dataset used in our experiments, facilitating further advancements in this
field.","['eess.IV', 'cs.AI', 'cs.CV']",False,,,,"AstroPix: A Pixelated HVCMOS Sensor for Space-Based Gamma-Ray
  Measurement","Augmented Intelligence for Multimodal Virtual Biopsy in Breast Cancer
  Using Generative Artificial Intelligence"
neg-d2-307,2025-02-20,,2502.14673," Deploying ASR models at an industrial scale poses significant challenges in
hardware resource management, especially for long-form transcription tasks
where audio may last for hours. Large Conformer models, despite their
capabilities, are limited to processing only 15 minutes of audio on an 80GB
GPU. Furthermore, variable input lengths worsen inefficiencies, as standard
batching leads to excessive padding, increasing resource consumption and
execution time. To address this, we introduce ChunkFormer, an efficient ASR
model that uses chunk-wise processing with relative right context, enabling
long audio transcriptions on low-memory GPUs. ChunkFormer handles up to 16
hours of audio on an 80GB GPU, 1.5x longer than the current state-of-the-art
FastConformer, while also boosting long-form transcription performance with up
to 7.7% absolute reduction on word error rate and maintaining accuracy on
shorter tasks compared to Conformer. By eliminating the need for padding in
standard batching, ChunkFormer's masked batching technique reduces execution
time and memory usage by more than 3x in batch processing, substantially
reducing costs for a wide range of ASR systems, particularly regarding GPU
resources for models serving in real-world applications.","['cs.SD', 'eess.AS']",2501.16011," Legal texts, characterized by complex and specialized terminology, present a
significant challenge for Language Models. Adding an underrepresented language,
such as Spanish, to the mix makes it even more challenging. While pre-trained
models like XLM-RoBERTa have shown capabilities in handling multilingual
corpora, their performance on domain specific documents remains underexplored.
This paper presents the development and evaluation of MEL, a legal language
model based on XLM-RoBERTa-large, fine-tuned on legal documents such as BOE
(Bolet\'in Oficial del Estado, the Spanish oficial report of laws) and congress
texts. We detail the data collection, processing, training, and evaluation
processes. Evaluation benchmarks show a significant improvement over baseline
models in understanding the legal Spanish language. We also present case
studies demonstrating the model's application to new legal texts, highlighting
its potential to perform top results over different NLP tasks.",['cs.CL'],False,,,,"ChunkFormer: Masked Chunking Conformer For Long-Form Speech
  Transcription",MEL: Legal Spanish Language Model
neg-d2-308,2025-03-02,,2503.0081," In our quest for a reinforcement learning (RL) algorithm that is both
practical and provably optimal, we introduce EQO (Exploration via
Quasi-Optimism). Unlike existing minimax optimal approaches, EQO avoids
reliance on empirical variances and employs a simple bonus term proportional to
the inverse of the state-action visit count. Central to EQO is the concept of
quasi-optimism, where estimated values need not be fully optimistic, allowing
for a simpler yet effective exploration strategy. The algorithm achieves the
sharpest known regret bound for tabular RL under the mildest assumptions,
proving that fast convergence can be attained with a practical and
computationally efficient approach. Empirical evaluations demonstrate that EQO
consistently outperforms existing algorithms in both regret performance and
computational efficiency, providing the best of both theoretical soundness and
practical effectiveness.","['cs.LG', 'stat.ML']",2502.10411," Personalised education is one of the domains that can greatly benefit from
the most recent advances in Artificial Intelligence (AI) and Large Language
Models (LLM). However, it is also one of the most challenging applications due
to the cognitive complexity of teaching effectively while personalising the
learning experience to suit independent learners. We hypothesise that one
promising approach to excelling in such demanding use cases is using a
\emph{society of minds}. In this chapter, we present TrueReason, an exemplar
personalised learning system that integrates a multitude of specialised AI
models that can mimic micro skills that are composed together by a LLM to
operationalise planning and reasoning. The architecture of the initial
prototype is presented while describing two micro skills that have been
incorporated in the prototype. The proposed system demonstrates the first step
in building sophisticated AI systems that can take up very complex cognitive
tasks that are demanded by domains such as education.","['cs.CY', 'cs.AI', 'cs.CL', 'cs.IR', 'cs.MA']",False,,,,Minimax Optimal Reinforcement Learning with Quasi-Optimism,"TrueReason: An Exemplar Personalised Learning System Integrating
  Reasoning with Foundational Models"
neg-d2-309,2025-03-14,,2503.11889," Background: The nuclear shell model offers realistic predictions of nuclear
structure starting from (quasi-) proton and neutron degrees of freedom, but
relies on coupling constants (interaction matrix elements) that must be fit to
experiment. To extend the shell model's applicability across the nuclear chart,
and specifically toward the driplines, we must first be able to efficiently
test new interaction matrix elements and assign credible uncertainties.
  Purpose: We develop and test a framework to efficiently fit new shell model
interactions and obtain credible uncertainties. We further demonstrate its use
by validating the uncertainty estimates of the known \textit{sd}-shell
effective interactions.
  Methods: We use eigenvector continuation to emulate solutions to the exact
shell model. First, we use the emulator to replicate earlier results using a
well-known linear-combination chi-squared minimization algorithm. Then, we
employ a modern Markov Chain Monte Carlo method to test for nonlinearities in
the observable posterior distributions, which previous sensitivity analyses
precluded.
  Results: The emulator reproduces the USDB interaction within a small margin
of error, allowing for the quantification of the matrix element uncertainty.
However, we find that to obtain credible predictive intervals the model defect
of the shell model itself, rather than experimental or emulator
uncertainty/error, must be taken into account.
  Conclusions: Eigenvector continuation can be used to accelerate fitting shell
model interactions. We confirm that the linear approximation used to develop
interactions in the past is indeed sufficient. However, we find that typical
assumptions about the likelihood function must be modified in order to obtain a
credible uncertainty-quantified interaction.",['nucl-th'],2503.09329," This work explores an extension of ML-optimized piecewise polynomial
approximation by incorporating energy optimization as an additional objective.
Traditional closed-form solutions enable continuity and approximation targets
but lack flexibility in accommodating complex optimization goals. By leveraging
modern gradient descent optimizers within TensorFlow, we introduce a framework
that minimizes total curvature in cam profiles, leading to smoother motion and
reduced energy consumption for input data that is unfavorable for sole
approximation and continuity optimization. Experimental results confirm the
effectiveness of this approach, demonstrating its potential to improve
efficiency in scenarios where input data is noisy or suboptimal for
conventional methods.",['cs.LG'],False,,,,Towards shell model interactions with credible uncertainties,"Energy Optimized Piecewise Polynomial Approximation Utilizing Modern
  Machine Learning Optimizers"
neg-d2-310,2025-03-17,,2503.12861," Let $p>3$ be a prime, $a_1,a_2,a_3\in\Bbb Z$ and let
$N_p(x^3+a_1x^2+a_2x+a_3)$ denote the number of solutions to the congruence
$x^3+a_1x^2+a_2x+a_3\equiv 0\pmod p$. In this paper, we give an explicit
criterion for $N_p(x^3+a_1x^2+a_2x+a_3)=3$ via binary quadratic forms.",['math.NT'],2501.05555," Detecting object-level changes between two images across possibly different
views is a core task in many applications that involve visual inspection or
camera surveillance. Existing change-detection approaches suffer from three
major limitations: (1) lack of evaluation on image pairs that contain no
changes, leading to unreported false positive rates; (2) lack of
correspondences (i.e., localizing the regions before and after a change); and
(3) poor zero-shot generalization across different domains. To address these
issues, we introduce a novel method that leverages change correspondences (a)
during training to improve change detection accuracy, and (b) at test time, to
minimize false positives. That is, we harness the supervision labels of where
an object is added or removed to supervise change detectors, improving their
accuracy over previous work by a large margin. Our work is also the first to
predict correspondences between pairs of detected changes using estimated
homography and the Hungarian algorithm. Our model demonstrates superior
performance over existing methods, achieving state-of-the-art results in change
detection and change correspondence accuracy across both in-distribution and
zero-shot benchmarks.","['cs.CV', 'cs.AI']",False,,,,Cubic congruences and binary quadratic forms,"Improving Zero-Shot Object-Level Change Detection by Incorporating
  Visual Correspondence"
neg-d2-311,2025-03-21,,2503.17342," We present an updated reconstruction of the dark energy equation of state,
$w(a)$, using the newly released DESI DR2 Baryon Acoustic Oscillation (BAO)
data in combination with Pantheon+ and DES5Y Type Ia supernovae measurements,
respectively. Building on our previous analysis in arXiv:2503.08658, which
employed a nonparametric flexknot reconstruction approach, we examine whether
the evidence for dynamical dark energy persists with the improved precision of
the DESI DR2 dataset. We find that while the overall qualitative structure of
$w(a)$ remains consistent with our earlier findings, the statistical support
for dynamical dark energy is reduced when considering DESI DR2 data alone,
particularly for more complex flexknot models with higher numbers of knots.
However, the evidence for simpler dynamical models, such as $w$CDM and CPL
(which correspond to $n=1$ and $n=2$ knots respectively), increases relative to
$\Lambda$CDM with DESI DR2 alone, consistent with previous DESI analyses. When
combined with Pantheon+ data, the conclusions remain broadly consistent with
our earlier work, but the inclusion of DES5Y supernovae data leads to an
increase of preference for flexknot models with more than two knots, placing
$w$CDM and CPL on par with $\Lambda$CDM.",['astro-ph.CO'],2503.0139," Crash consistency is essential for applications that must persist data.
Crash-consistency testing has been commonly applied to find crash-consistency
bugs in applications. The crash-state space grows exponentially as the number
of operations in the program increases, necessitating techniques for pruning
the search space. However, state-of-the-art crash-state space pruning is far
from ideal. Some techniques look for known buggy patterns or bound the
exploration for efficiency, but they sacrifice coverage and may miss bugs
lodged deep within applications. Other techniques eliminate redundancy in the
search space by skipping identical crash states, but they still fail to scale
to larger applications.
  In this work, we propose representative testing: a new crash-state space
reduction strategy that achieves high scalability and high coverage. Our key
observation is that the consistency of crash states is often correlated, even
if those crash states are not identical. We build Pathfinder, a
crash-consistency testing tool that implements an update behaviors-based
heuristic to approximate a small set of representative crash states.
  We evaluate Pathfinder on POSIX-based and MMIO-based applications, where it
finds 18 (7 new) bugs across 8 production-ready systems. Pathfinder scales more
effectively to large applications than prior works and finds 4x more bugs in
POSIX-based applications and 8x more bugs in MMIO-based applications compared
to state-of-the-art systems.","['cs.OS', 'cs.PL', 'cs.SE']",False,,,,"Comparison of dynamical dark energy with {\Lambda}CDM in light of DESI
  DR2","Scalable and Accurate Application-Level Crash-Consistency Testing via
  Representative Testing"
