id,date,a_abstract,b_id,b_abstract,b_categories,c_id,c_abstract,c_categories,y_true,research_type,a_title,a_categories,b_title,c_title
neg-d2-297,2025-02-17,,2502.11733," Large language models (LLMs) have risen to prominence as 'chatbots' for users
to interact via natural language. However, their abilities to capture
common-sense knowledge make them seem promising as language-based planners of
situated or embodied action as well. We have implemented a simple text-based
environment -- similar to others that have before been used for
reinforcement-learning of agents -- that simulates, very abstractly, a
household setting. We use this environment and the detailed error-tracking
capabilities we implemented for targeted benchmarking of LLMs on the problem of
practical reasoning: Going from goals and observations to actions. Our findings
show that environmental complexity and game restrictions hamper performance,
and concise action planning is demanding for current LLMs.",['cs.CL'],2502.15401," In-context learning (ICL) can significantly enhance the complex reasoning
capabilities of large language models (LLMs), with the key lying in the
selection and ordering of demonstration examples. Previous methods typically
relied on simple features to measure the relevance between examples. We argue
that these features are not sufficient to reflect the intrinsic connections
between examples. In this study, we propose a curriculum ICL strategy guided by
problem-solving logic. We select demonstration examples by analyzing the
problem-solving logic and order them based on curriculum learning.
Specifically, we constructed a problem-solving logic instruction set based on
the BREAK dataset and fine-tuned a language model to analyze the
problem-solving logic of examples. Subsequently, we selected appropriate
demonstration examples based on problem-solving logic and assessed their
difficulty according to the number of problem-solving steps. In accordance with
the principles of curriculum learning, we ordered the examples from easy to
hard to serve as contextual prompts. Experimental results on multiple
benchmarks indicate that our method outperforms previous ICL approaches in
terms of performance and efficiency, effectively enhancing the complex
reasoning capabilities of LLMs. Our project will be publicly available
subsequently.",['cs.CL'],False,,,,"Plant in Cupboard, Orange on Table, Book on Shelf. Benchmarking
  Practical Reasoning and Situation Modelling in a Text-Simulated Situated
  Environment","Problem-Solving Logic Guided Curriculum In-Context Learning for LLMs
  Complex Reasoning"
neg-d2-298,2025-02-19,,2502.13872," Recurrent neural networks are frequently studied in terms of their
information-processing capabilities. The structural properties of these
networks are seldom considered, beyond those emerging from the connectivity
tuning necessary for network training. However, real biological networks have
non-contingent architectures that have been shaped by evolution over eons,
constrained partly by information-processing criteria, but more generally by
fitness maximization requirements. Here we examine the topological properties
of existing biological networks, focusing in particular on gene regulatory
networks in bacteria. We identify structural features, both local and global,
that dictate the ability of recurrent networks to store information on the fly
and process complex time-dependent inputs.",['q-bio.MN'],2502.13872," Recurrent neural networks are frequently studied in terms of their
information-processing capabilities. The structural properties of these
networks are seldom considered, beyond those emerging from the connectivity
tuning necessary for network training. However, real biological networks have
non-contingent architectures that have been shaped by evolution over eons,
constrained partly by information-processing criteria, but more generally by
fitness maximization requirements. Here we examine the topological properties
of existing biological networks, focusing in particular on gene regulatory
networks in bacteria. We identify structural features, both local and global,
that dictate the ability of recurrent networks to store information on the fly
and process complex time-dependent inputs.",['q-bio.MN'],False,,,,Structural determinants of soft memory in recurrent biological networks,Structural determinants of soft memory in recurrent biological networks
neg-d2-299,2025-02-09,,2502.06145," Recent character image animation methods based on diffusion models, such as
Animate Anyone, have made significant progress in generating consistent and
generalizable character animations. However, these approaches fail to produce
reasonable associations between characters and their environments. To address
this limitation, we introduce Animate Anyone 2, aiming to animate characters
with environment affordance. Beyond extracting motion signals from source
video, we additionally capture environmental representations as conditional
inputs. The environment is formulated as the region with the exclusion of
characters and our model generates characters to populate these regions while
maintaining coherence with the environmental context. We propose a
shape-agnostic mask strategy that more effectively characterizes the
relationship between character and environment. Furthermore, to enhance the
fidelity of object interactions, we leverage an object guider to extract
features of interacting objects and employ spatial blending for feature
injection. We also introduce a pose modulation strategy that enables the model
to handle more diverse motion patterns. Experimental results demonstrate the
superior performance of the proposed method.",['cs.CV'],2503.01257," Lightweight direct Time-of-Flight (dToF) sensors are ideal for 3D sensing on
mobile devices. However, due to the manufacturing constraints of compact
devices and the inherent physical principles of imaging, dToF depth maps are
sparse and noisy. In this paper, we propose a novel video depth completion
method, called SVDC, by fusing the sparse dToF data with the corresponding RGB
guidance. Our method employs a multi-frame fusion scheme to mitigate the
spatial ambiguity resulting from the sparse dToF imaging. Misalignment between
consecutive frames during multi-frame fusion could cause blending between
object edges and the background, which results in a loss of detail. To address
this, we introduce an adaptive frequency selective fusion (AFSF) module, which
automatically selects convolution kernel sizes to fuse multi-frame features.
Our AFSF utilizes a channel-spatial enhancement attention (CSEA) module to
enhance features and generates an attention map as fusion weights. The AFSF
ensures edge detail recovery while suppressing high-frequency noise in smooth
regions. To further enhance temporal consistency, We propose a cross-window
consistency loss to ensure consistent predictions across different windows,
effectively reducing flickering. Our proposed SVDC achieves optimal accuracy
and consistency on the TartanAir and Dynamic Replica datasets. Code is
available at https://github.com/Lan1eve/SVDC.",['cs.CV'],False,,,,"Animate Anyone 2: High-Fidelity Character Image Animation with
  Environment Affordance","SVDC: Consistent Direct Time-of-Flight Video Depth Completion with
  Frequency Selective Fusion"
neg-d2-300,2025-01-24,,2501.15069," We investigate magnomechanically induced transparency (MMIT) in a microwave
3D copper cavity with two YIG spheres under varying interaction parameters.
Numerical simulations show that the steady-state magnon number increases with
stronger coupling between cavity photons and magnons, and is sensitive to both
bias and drive magnetic fields. Pronounced peaks in the magnon population near
resonant fields highlight the importance of the bias field in energy transfer.
The transparency windows are tunable, with up to quadruple windows depending on
the coupling and magnon-phonon interactions, as seen in the transmission
spectrum. Dispersion analysis reveals normal and anomalous regions, enabling
slow and fast light propagation modulated by coupling strength. Phase and group
delay variations, influenced by the drive field, further validate the
tunability of transparency windows. This study demonstrates the potential of
MMIT for precise control with out any additional non-linearity over
light-matter interactions, with applications in quantum information processing
and optical communications.",['physics.optics'],2501.04248," Nonreciprocal optical devices are key components in photonic integrated
circuits for light reflection blocking and routing. Most reported silicon
integrated nonreciprocal optical devices to date were unit devices. To allow
complex signal routing between multi-ports in photonic networks, multi-port
magneto-optical (MO) nonreciprocal photonic devices are desired. In this study,
we report experimental demonstration of a silicon integrated 5*5 multiport
nonreciprocal photonic device based on magneto-optical waveguides. By
introducing different nonreciprocal phase shift effect to planar photonic
waveguides, the device focuses light to different ports for both forward and
backward propagation. The device shows designable nonreciprocal transmission
between 5*5 ports, achieving 16 dB isolation ratio and -18 dB crosstalk.",['physics.optics'],False,,,,"Magnetic Field induced control and Multiple Magnomechanically Induced
  Transparency in Single Cavity","Nonreciprocal Optical Routing in Multi-port Magneto-Optical Devices on
  Silicon"
neg-d2-301,2025-03-20,,2503.1618," Chalcogenide perovskites have emerged as a promising class of materials for
the next generation of optoelectronic applications, with BaZrS$_\text{3}$
attracting significant attention due to its wide bandgap, earth-abundant
composition, and thermal and chemical stability. However, previous studies have
consistently reported weak and ambiguous photoluminescence (PL), regardless of
synthesis method, raising questions about the intrinsic optoelectronic quality
of this compound. In this work, we demonstrate strong, band-to-band-dominated
PL at room temperature in high-quality BaZrS$_\text{3}$ single crystals.
Despite the narrow, single-component PL emission band, time-resolved PL
measurements reveal a carrier lifetime of $1.0\pm0.2$ ns. To understand the
origin of the strong PL and short carrier lifetime, we perform multiwavelength
excitation and polarization-dependent Raman measurements, supported by
first-principles lattice dynamics calculations. We identify all 23
theoretically predicted Raman-active modes and their symmetries, providing a
comprehensive reference for future studies. Our results indicate that
phonon-assisted carrier decay and strong electron-phonon coupling contribute to
the short carrier lifetimes, as evidenced by Raman spectroscopy and DFT
calculations. Further studies on compositional variations or partial
cation/anion substitutions could mitigate electron-phonon coupling and enhance
carrier lifetimes. By establishing a detailed reference for the intrinsic
vibrational and optoelectronic properties of BaZrS$_\text{3}$, this work paves
the way for further advancements in chalcogenide perovskites for energy and
optoelectronic technologies.",['cond-mat.mtrl-sci'],2503.09531," The Quasi-harmonic Approximation (QHA) is a widely used method for
calculating the temperature dependence of lattice parameters and the thermal
expansion coefficients from first principles. However, applying QHA to
anisotropic systems typically requires several dozens or even hundreds of
phonon band structure calculations, leading to high computational costs. The
Zero Static Internal Stress Approximation (ZSISA) QHA method partly addresses
such caveat, but the computational load of its implementation remains high, so
that its volumetric-only counterpart v-ZSISA-QHA is preferred. In this work, we
present an efficient implementation of the ZSISA-QHA, enabling its application
across a wide range of crystal structures under varying temperature (T) and
pressure (P) conditions. By incorporating second-order derivatives of the
vibrational free energy with respect to lattice degrees of freedom, we
significantly reduce the number of required phonon band structure calculations
for the determination of all lattice parameters and angles. For hexagonal,
trigonal, and tetragonal systems, only six phonon band structure calculations
are needed, while 10, 15, and 28 calculations suffice for orthorhombic,
monoclinic, and triclinic systems, respectively. This method is tested for a
variety of non-cubic materials, from uniaxial ones like ZnO and CaCO3 to
monoclinic or triclinic materials such as ZrO2, HfO2, and Al2SiO5,
demonstrating a significant reduction in computational effort while maintaining
accuracy in modeling anisotropic thermal expansion, unlike the v-ZSISA-QHA. The
method is also applied to the first-principles calculation of
temperature-dependent elastic constants, with only up to six more phonon band
structure calculations, depending on the crystallographic system.",['cond-mat.mtrl-sci'],False,,,,"BaZrS$_\text{3}$ Lights Up: The Interplay of Electrons, Photons, and
  Phonons in Strongly Luminescent Single Crystals","Anisotropic temperature-dependent lattice parameters and elastic
  constants from first principles"
neg-d2-302,2025-01-30,,2501.18746," Estimating dynamic discrete choice models with large state spaces poses
computational difficulties. This paper develops a novel model-adaptive approach
to solve the linear system of fixed point equations of the policy valuation
operator. We propose a model-adaptive sieve space, constructed by iteratively
augmenting the space with the residual from the previous iteration. We show
both theoretically and numerically that model-adaptive sieves dramatically
improve performance. In particular, the approximation error decays at a
superlinear rate in the sieve dimension, unlike a linear rate achieved using
conventional methods. Our method works for both conditional choice probability
estimators and full-solution estimators with policy iteration. We apply the
method to analyze consumer demand for laundry detergent using Kantar's
Worldpanel Take Home data. On average, our method is 51.5% faster than the
conventional methods in solving the dynamic programming problem, making the
Bayesian MCMC estimator computationally feasible. The results confirm the
computational efficiency of our method in practice.",['econ.EM'],2502.05353," Sample selection is pervasive in applied economic studies. This paper
develops semiparametric selection models that achieve point identification
without relying on exclusion restrictions, an assumption long believed
necessary for identification in semiparametric selection models. Our
identification conditions require at least one continuously distributed
covariate and certain nonlinearity in the selection process. We propose a
two-step plug-in estimator that is root-n-consistent, asymptotically normal,
and computationally straightforward (readily available in statistical
software), allowing for heteroskedasticity. Our approach provides a middle
ground between Lee (2009)'s nonparametric bounds and Honor\'e and Hu (2020)'s
linear selection bounds, while ensuring point identification. Simulation
evidence confirms its excellent finite-sample performance. We apply our method
to estimate the racial and gender wage disparity using data from the US Current
Population Survey. Our estimates tend to lie outside the Honor\'e and Hu
bounds.",['econ.EM'],False,,,,"Model-Adaptive Approach to Dynamic Discrete Choice Models with Large
  State Spaces","Point-Identifying Semiparametric Sample Selection Models with No
  Excluded Variable"
neg-d2-303,2025-02-25,,2502.18401," We conduct a theoretical study of the $ D_{s1}(2460) \to D_s \pi^+ \pi^- $
decay from the perspective that the $D_{s1}$ is a molecular state, built mostly
from the $D^* K$ and $D_s^* \eta$ components. The $D^*$ and $D_s^*$ mesons are
allowed to decay into two pseudoscalars, with one of them merging with the
other pseudoscalar that forms the $D_{s1}$ state, ultimately leading to the
$\pi^+ \pi^- D_s$ final state. This results in a triangle diagram mechanism
where all theoretical ingredients are well-known, leading to a free parameter
framework. We evaluate the mass distributions of particle pairs and find good
agreement with the experimental distributions of a recent LHCb experiment,
providing strong support to the molecular picture of the $D_{s1}(2460)$ state.
We also discuss the role played by the scalar mesons $f_0(500)$ and $f_0(980)$,
at odds with the interpretation of the experimental analysis.",['hep-ph'],2502.18931," We investigate axion emission from singlet proton Cooper pairs in neutron
stars, a process that dominates axion emission in young neutron stars in the
KSVZ model. By re-deriving its emissivity, we confirm consistency with most
existing literature, except for a recent study that exhibits a different
dependence on the effective mass. This discrepancy results in more than an
order-of-magnitude deviation in emissivity, significantly impacting constraints
on the KSVZ axion from the cooling observations of the Cassiopeia A neutron
star. Furthermore, we examine uncertainties arising from neutron-star equations
of state and their role in the discrepancy, finding that the large deviation
persists regardless of the choice of equations of state.",['hep-ph'],False,,,,"The $D_{s1}(2460) \to D_s \pi^+ \pi^- $ decay from a $D_{s1}$ molecular
  perspective",Axion Emission from Proton Cooper Pairs in Neutron Stars
neg-d2-304,2025-02-07,,2502.04996," The Tilloy-Di\'osi (TD) prescription allows to turn any Markovian spontaneous
collapse model that can be formally regarded as a continuous measurement
process of the mass density into a hybrid classical-quantum theory in which the
gravitational Newtonian field enters as a classical field. We study the
application of a similar idea to the Poissonian Spontaneous Localization (PSL)
model. As in the TD case, the Newtonian classical field is again recovered upon
averaging, and additional decoherence appears due to the gravitational
back-reaction. We study general features of this model and investigate the
dynamics of a single particle and a rigid spherical body. With respect to the
TD models, the PSL model presents some notable differences such as the absence
of long-range decoherence due to the gravitational back-reaction noise and the
absence of negative mass measurements.",['quant-ph'],2502.04996," The Tilloy-Di\'osi (TD) prescription allows to turn any Markovian spontaneous
collapse model that can be formally regarded as a continuous measurement
process of the mass density into a hybrid classical-quantum theory in which the
gravitational Newtonian field enters as a classical field. We study the
application of a similar idea to the Poissonian Spontaneous Localization (PSL)
model. As in the TD case, the Newtonian classical field is again recovered upon
averaging, and additional decoherence appears due to the gravitational
back-reaction. We study general features of this model and investigate the
dynamics of a single particle and a rigid spherical body. With respect to the
TD models, the PSL model presents some notable differences such as the absence
of long-range decoherence due to the gravitational back-reaction noise and the
absence of negative mass measurements.",['quant-ph'],False,,,,Newtonian Gravity from a Poissonian Spontaneous Collapse Model,Newtonian Gravity from a Poissonian Spontaneous Collapse Model
neg-d2-305,2025-03-08,,2503.06317," Object detection in videos plays a crucial role in advancing applications
such as public safety and anomaly detection. Existing methods have explored
different techniques, including CNN, deep learning, and Transformers, for
object detection and video classification. However, detecting tiny objects,
e.g., guns, in videos remains challenging due to their small scale and varying
appearances in complex scenes. Moreover, existing video analysis models for
classification or detection often perform poorly in real-world gun detection
scenarios due to limited labeled video datasets for training. Thus, developing
efficient methods for effectively capturing tiny object features and designing
models capable of accurate gun detection in real-world videos is imperative. To
address these challenges, we make three original contributions in this paper.
First, we conduct an empirical study of several existing video classification
and object detection methods to identify guns in videos. Our extensive analysis
shows that these methods may not accurately detect guns in videos. Second, we
propose a novel two-stage gun detection method. In stage 1, we train an
image-augmented model to effectively classify ``Gun'' videos. To make the
detection more precise and efficient, stage 2 employs an object detection model
to locate the exact region of the gun within video frames for videos classified
as ``Gun'' by stage 1. Third, our experimental results demonstrate that the
proposed domain-specific method achieves significant performance improvements
and enhances efficiency compared with existing techniques. We also discuss
challenges and future research directions in gun detection tasks in computer
vision.",['cs.CV'],2501.09281," In soccer video analysis, player detection is essential for identifying key
events and reconstructing tactical positions. The presence of numerous players
and frequent occlusions, combined with copyright restrictions, severely
restricts the availability of datasets, leaving limited options such as
SoccerNet-Tracking and SportsMOT. These datasets suffer from a lack of
diversity, which hinders algorithms from adapting effectively to varied soccer
video contexts. To address these challenges, we developed
SoccerSynth-Detection, the first synthetic dataset designed for the detection
of synthetic soccer players. It includes a broad range of random lighting and
textures, as well as simulated camera motion blur. We validated its efficacy
using the object detection model (Yolov8n) against real-world datasets
(SoccerNet-Tracking and SportsMoT). In transfer tests, it matched the
performance of real datasets and significantly outperformed them in images with
motion blur; in pre-training tests, it demonstrated its efficacy as a
pre-training dataset, significantly enhancing the algorithm's overall
performance. Our work demonstrates the potential of synthetic datasets to
replace real datasets for algorithm training in the field of soccer video
analysis.",['cs.CV'],False,,,,Accurate and Efficient Two-Stage Gun Detection in Video,SoccerSynth-Detection: A Synthetic Dataset for Soccer Player Detection
neg-d2-306,2025-02-25,,2502.18149," This paper initiates a systematic study for key properties of Artinian
Gorenstein \(K\)-algebras having binomial Macaulay dual generators. In
codimension 3, we demonstrate that all such algebras satisfy the strong
Lefschetz property, can be constructed as a doubling of an appropriate
0-dimensional scheme in \(\mathbb{P}^2\), and we provide an explicit
characterization of when they form a complete intersection. For arbitrary
codimension, we establish sufficient conditions under which the weak Lefschetz
property holds and show that these conditions are optimal.",['math.AC'],2501.10005," Let R be a commutative ring with identity and M be an R-module. The purpose
of this paper is to introduce and investigate the dual notion of morphic
modules over a commutative ring.",['math.AC'],False,,,,Artinian Gorenstein algebras with binomial Macaulay dual generator,The dual notion of morphic modules over commutative rings
neg-d2-307,2025-01-13,,2501.07073," In three dimensions, the parabolic-elliptic Keller-Segel system exhibits a
rich variety of singularity formations. Notably, it admits an explicit
self-similar blow-up solution whose radial stability, conjectured more than two
decades ago in [Brenner-Constantin-Kadanoff-Schenkel-Venkataramani, 1999], was
recently confirmed by [Glogi\'c-Sch\""orkhuber, 2024]. This paper aims to extend
the radial stability to the nonradial setting, building on the
finite-codimensional stability analysis in our previous work [Li-Zhou, 2024].
The main input is the mode stability of the linearized operator, whose nonlocal
nature presents challenges for the spectral analysis. Besides a quantitative
perturbative analysis for the high spherical classes, we adapted in the first
spherical class the wave operator method of [Li-Wei-Zhang, 2020] for the fluid
stability to localize the operator and remove the known unstable mode
simultaneously. Our method provides localization beyond the partial mass
variable and is independent of the explicit formula of the profile, so it
potentially sheds light on other linear nonlocal problems.",['math.AP'],2502.05876," \begin{equation*}
  \left\{
  \begin{array}{l}
  u'' + \lambda h(x,\alpha) e^u = 0, \quad x \in (-1,1), \\[1ex]
  u(-1) = u(1) = 0,
  \end{array}
  \right. \end{equation*} where $\lambda>0$, $0<\alpha<1$, $h(x,\alpha)=0$ for
$|x|<\alpha$, and $h(x,\alpha)=1$ for $\alpha \le |x| \le 1$. We compute the
Morse index of positive even solutions, and then we prove the existence of an
unbounded connected set of positive non-even solutions emanating from a
symmetry-breaking bifurcation point.",['math.AP'],False,,,,"Nonradial stability of self-similar blowup to Keller-Segel equation in
  three dimensions","Morse index and symmetry-breaking bifurcation of positive solutions to
  the one-dimensional Liouville type equation with a step function weight"
neg-d2-308,2025-02-26,,2502.18899," The spreading behaviour of cohesive sand powder is modelled by Discrete
Element Method, and the spreadability and the mechanical jamming are focused.
The empty patches and total particle volume of the spread layer are examined,
followed by the analysis of the geometry force and jamming structure. The
results show that several empty patches with different size and shapes could be
observed within the spread layer along the spreading direction even when the
gap height increases to 3.0D90. Large particles are more difficult to be spread
onto the base due to jamming, although their size is smaller than the gap
height. Size segregation of particles occurs before particles entering the gap
between the blade and base. There are almost no particles on the smooth base
when the gap height is small, due to the full-slip flow of particles. The
difference of the spread layer and spreadability between the cases with rough
and smooth base is reduced by the increase of the gap height. An interesting
correlation between jamming effect and local defects (empty spaces) in the
powder layer is identified. The resistance to particle rolling is important for
the mechanical jamming reported in this work. The jammed particles with a
larger size ratio tend to be more stable.",['physics.flu-dyn'],2501.05331," Aerodynamic loads play a central role in many fluid dynamics applications,
and we present a method for identifying the structures (or modes) in a flow
that make dominant contributions to the time-varying aerodynamic loads in a
flow. The method results from the combination of the force partitioning method
(Menon and Mittal, J. Fluid Mech., 907:A37, 2021) and modal decomposition
techniques such as Reynolds decomposition, triple decomposition, and proper
orthogonal decomposition, and is applied here to three distinct flows -
two-dimensional flows past a circular cylinder and an airfoil, and the
three-dimensional flow over a revolving rectangular wing. We show that the
force partitioning method applied to modal decomposition of velocity fields
results in complex, and difficult to interpret inter-modal interactions. We
therefore propose and apply modal decomposition directly to the $Q$-field
associated with these flows. The variable $Q$ is a non-linear observable that
is typically used to identify vortices in a flow, and we find that the direct
decomposition of $Q$ leads to results that are more amenable to interpretation.
We also demonstrate that this modal force partitioning can be extended to
provide insights into the far-field aeroacoustic loading noise of these flows.",['physics.flu-dyn'],False,,,,"Investigation on the Spreading Behaviour of Sand Powder Used in Binder
  Jet 3D Printing","Modal Force Partitioning -- A Method for Determining the Aerodynamic
  Loads for Decomposed Flow Modes with Application to Aeroacoustic Noise"
neg-d2-309,2025-02-10,,2502.06311," We develop an analog classical simulation algorithm of noiseless quantum
dynamics. By formulating the Schr\""{o}dinger equation into a linear system of
real-valued ordinary differential equations (ODEs), the probability amplitudes
of a complex state vector can be encoded in the continuous physical variables
of an analog computer. Our algorithm reveals the full dynamics of complex
probability amplitudes. Such real-time simulation is impossible in quantum
simulation approaches without collapsing the state vector, and it is relatively
computationally expensive for digital classical computers. For a real symmetric
time-independent Hamiltonian, the ODEs may be solved by a simple analog
mechanical device such as a one-dimensional spring-mass system. Since the
underlying dynamics of quantum computers is governed by the Schr\""{o}dinger
equation, our findings imply that analog computers can also perform quantum
algorithms. We illustrate how to simulate the Schr\""{o}dinger equation in such
a paradigm, with an application to quantum approximate optimization algorithm.
This may pave the way to emulate quantum algorithms with physical computing
devices, including analog, continuous-time circuits.",['quant-ph'],2502.04425," We present a quantum solver for partial differential equations based on a
flexible matrix product operator representation. Utilizing mid-circuit
measurements and a state-dependent norm correction, this scheme overcomes the
restriction of unitary operators. Hence, it allows for the direct
implementation of a broad class of differential equations governing the
dynamics of classical and quantum systems. The capabilities of the framework
are demonstrated for an example system governed by Euler equations with
absorbing boundaries.",['quant-ph'],False,,,,Analog classical simulation of closed quantum systems,Tensor-Programmable Quantum Circuits for Solving Differential Equations
neg-d2-310,2025-02-06,,2502.03996," The efficient and independent operation of power-over-fiber (PoF) and
distributed acoustic sensing (DAS) has been demonstrated using standard
single-mode fiber (SSMF). A transmission optical power efficiency (OPTE) of
6.67% was achieved over an 11.8 km fiber link, supporting both power delivery
and distributed optical fiber sensing (DOFS). To minimize cross-talk, the
system separates the power and sensing channels by a 40 THz bandwidth. In the
experiment, the power and sensing light wavelengths are 1064 nm (continuous)
and 1550 nm (pulsed), respectively. As the transmitted optical power increased
from 0 W to 2.13 W, the DAS system successfully localized vibration sources and
reconstructed phase information, confirming its ability to operate under high
optical power. The reported scheme verifies the possibility of constructing the
sensing-energy hybrid network based on conventional optical fiber with the
advantages of flexibility and low cost.",['physics.optics'],2501.14564," Diffractive optical elements that divide an input beam into a set of replicas
are used in many optical applications ranging from image processing to
communications. Their design requires time-consuming optimization processes,
which, for a given number of generated beams, are to be separately treated for
one-dimensional and two-dimensional cases because the corresponding optimal
efficiencies may be different. After generalizing their Fourier treatment, we
prove that, once a particular divider has been designed, its transmission
function can be used to generate numberless other dividers through affine
transforms that preserve the efficiency of the original element without
requiring any further optimization.",['physics.optics'],False,,,,"Power-over-fiber and distributed acoustic sensing hybridization in
  single fiber channel",Affine diffractive beam dividers
neg-d2-311,2025-02-10,,2502.06933," Non-ideal MHD effects are thought to be a crucial component of the
star-formation process. Numerically, several complications render the study of
non-ideal MHD effects in 3D simulations extremely challenging and hinder our
efforts of exploring a large parameter space. We aim to overcome such
challenges by proposing a novel, physically-motivated empirical approximation
to model non-ideal MHD effects. We perform a number of 2D axisymmetric 3-fluid
non-ideal MHD simulations of collapsing prestellar cores and clouds with
non-equilibrium chemistry and leverage upon previously-published results. We
utilize these simulations to develop a multivariate interpolating function to
predict the ionization fraction in each region of the cloud depending on the
local physical conditions. We subsequently use analytically-derived, simplified
expressions to calculate the resistivities of the cloud in each grid cell.
Therefore, in our new approach the resistivities are calculated without the use
of a chemical network. We benchmark our method against additional 2D
axisymmetric non-ideal MHD simulations with random initial conditions and a 3D
non-ideal MHD simulation with non-equilibrium chemistry. We find excellent
quantitative and qualitative agreement between our approach and the ""full""
non-ideal MHD simulations both in terms of the spatial structure of the
simulated clouds and regarding their time evolution. We achieve a factor of
100-1000 increase in computational speed. Given that we ignore the contribution
of grains, our approximation is valid up to number densities of 10^6 cm^(-3)
and is therefore suitable for pc-scale simulations of molecular clouds. The
tabulated data required for integrating our method in hydrodynamical codes,
along with a fortran implementation of the interpolating function are publicly
available at https://github.com/manosagian/Non-Ideal-MHD-Approximate-Code.",['astro-ph.GA'],2501.03985," We investigate AGN feedback from an intermediate-mass black hole at the
center of a dwarf spheroidal galaxy, by performing isolated galaxy simulations
using a modified version of the GADGET-3 code. We consider Leo II (PGC 34176)
in the Local Group as our simulation reference model. Beginning with black hole
seeds ranging from $10^3$ to $10^6$ M$_{\odot}$, our simulations focus on
comparing stellar-only feedback with AGN+stellar/SN feedback over 13.7 Gyr of
galactic evolution. Our results indicate that a low-mass AGN in a dwarf galaxy
influences the star formation history under specific physical conditions. While
AGN feedback is generally negative on star formation, instances of positive
feedback were also identified. Despite measurable effects on the evolution of
the dwarf host galaxy, black hole seeds exhibited only marginal growth. We
tested several physical scenarios as modified models in our simulations,
primarily concerning the dynamics of the central black holes, which may wander
within dwarf galaxies rather than being centrally located. However, none of
these adjustments significantly impacted the growth of the black hole seeds.
This suggests that intermediate-mass black holes may struggle to achieve higher
masses in isolated environments, with mergers and interactions likely playing
crucial roles in their growth. Nevertheless, AGN feedback exhibited
non-negligible effects in our simulated dwarf spheroidal galaxies, despite the
assumed dominant role of stellar feedback in the low-mass regime.",['astro-ph.GA'],False,,,,"A fast and robust recipe for modeling non-ideal MHD effects in
  star-formation simulations","Exploring the evolution of a dwarf spheroidal galaxy with SPH
  simulations: II. AGN feedback"
neg-d2-312,2025-01-10,,2501.06312," Foundation models are becoming increasingly popular due to their strong
generalization capabilities resulting from being trained on huge datasets.
These generalization capabilities are attractive in areas such as NIR Iris
Presentation Attack Detection (PAD), in which databases are limited in the
number of subjects and diversity of attack instruments, and there is no
correspondence between the bona fide and attack images because, most of the
time, they do not belong to the same subjects. This work explores an iris PAD
approach based on two foundation models, DinoV2 and VisualOpenClip. The results
show that fine-tuning prediction with a small neural network as head overpasses
the state-of-the-art performance based on deep learning approaches. However,
systems trained from scratch have still reached better results if bona fide and
attack images are available.",['cs.CV'],2503.18282," Multi-object tracking, player identification, and pose estimation are
fundamental components of sports analytics, essential for analyzing player
movements, performance, and tactical strategies. However, existing datasets and
methodologies primarily target mainstream team sports such as soccer and
conventional 5-on-5 basketball, often overlooking scenarios involving
fixed-camera setups commonly used at amateur levels, less mainstream sports, or
datasets that explicitly incorporate pose annotations. In this paper, we
propose the TrackID3x3 dataset, the first publicly available comprehensive
dataset specifically designed for multi-player tracking, player identification,
and pose estimation in 3x3 basketball scenarios. The dataset comprises three
distinct subsets (Indoor fixed-camera, Outdoor fixed-camera, and Drone camera
footage), capturing diverse full-court camera perspectives and environments. We
also introduce the Track-ID task, a simplified variant of the game state
reconstruction task that excludes field detection and focuses exclusively on
fixed-camera scenarios. To evaluate performance, we propose a baseline
algorithm called Track-ID algorithm, tailored to assess tracking and
identification quality. Furthermore, our benchmark experiments, utilizing
recent multi-object tracking algorithms (e.g., BoT-SORT-ReID) and top-down pose
estimation methods (HRNet, RTMPose, and SwinPose), demonstrate robust results
and highlight remaining challenges. Our dataset and evaluation benchmarks
provide a solid foundation for advancing automated analytics in 3x3 basketball.
Dataset and code will be available at
https://github.com/open-starlab/TrackID3x3.",['cs.CV'],False,,,,Towards Iris Presentation Attack Detection with Foundation Models,"TrackID3x3: A Dataset and Algorithm for Multi-Player Tracking with
  Identification and Pose Estimation in 3x3 Basketball Full-court Videos"
